Episodes,Status,Ratings,Scores,Rank,Popularity,Members,Favorites,titles,Genre,Studio
10,Finished Airing,PG-13 - Teens 13 or older,8.28,251,75,1321073,11333,Kono Subarashii Sekai ni Shukufuku wo! 2,Comedy,StudioDeen
10,Finished Airing,PG-13 - Teens 13 or older,8.28,251,75,1321073,11333,Kono Subarashii Sekai ni Shukufuku wo! 2,Fantasy,StudioDeen
13,Finished Airing,PG-13 - Teens 13 or older,8.17,357,76,1315394,11129,Noragami Aragoto,Action,Bones
13,Finished Airing,PG-13 - Teens 13 or older,8.17,357,76,1315394,11129,Noragami Aragoto,Fantasy,Bones
23,Finished Airing,PG-13 - Teens 13 or older,8.01,554,77,1301996,26480,Clannad,Drama,KyotoAnimation
23,Finished Airing,PG-13 - Teens 13 or older,8.01,554,77,1301996,26480,Clannad,Romance,KyotoAnimation
23,Finished Airing,PG-13 - Teens 13 or older,8.01,554,77,1301996,26480,Clannad,Supernatural,KyotoAnimation
24,Finished Airing,R - 17+ (violence & profanity),8.12,412,78,1295320,29177,Durarara!!,Action,Brain'sBase
24,Finished Airing,R - 17+ (violence & profanity),8.12,412,78,1295320,29177,Durarara!!,Mystery,Brain'sBase
24,Finished Airing,R - 17+ (violence & profanity),8.12,412,78,1295320,29177,Durarara!!,Supernatural,Brain'sBase
15,Finished Airing,R - 17+ (violence & profanity),8.34,199,79,1283747,46290,Bakemonogatari,Mystery,Shaft
15,Finished Airing,R - 17+ (violence & profanity),8.34,199,79,1283747,46290,Bakemonogatari,Romance,Shaft
15,Finished Airing,R - 17+ (violence & profanity),8.34,199,79,1283747,46290,Bakemonogatari,Supernatural,Shaft
12,Finished Airing,R - 17+ (violence & profanity),7.26,2689,80,1281259,9673,Kakegurui,Drama,MAPPA
12,Finished Airing,R - 17+ (violence & profanity),7.26,2689,80,1281259,9673,Kakegurui,Mystery,MAPPA
12,Finished Airing,R+ - Mild Nudity,7.35,2253,81,1276234,20824,High School DxD,Comedy,TNK
12,Finished Airing,R+ - Mild Nudity,7.35,2253,81,1276234,20824,High School DxD,Romance,TNK
12,Finished Airing,R+ - Mild Nudity,7.35,2253,81,1276234,20824,High School DxD,Ecchi,TNK
13,Finished Airing,PG-13 - Teens 13 or older,8.02,549,82,1267097,26491,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Comedy,Brain'sBase
13,Finished Airing,PG-13 - Teens 13 or older,8.02,549,82,1267097,26491,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Romance,Brain'sBase
25,Finished Airing,PG-13 - Teens 13 or older,8.65,64,83,1248238,15091,Haikyuu!! Second Season,Sports,ProductionI.G
13,Finished Airing,PG-13 - Teens 13 or older,8.81,31,84,1246999,28806,Mob Psycho 100 II,Action,Bones
13,Finished Airing,PG-13 - Teens 13 or older,8.81,31,84,1246999,28806,Mob Psycho 100 II,Comedy,Bones
13,Finished Airing,PG-13 - Teens 13 or older,8.81,31,84,1246999,28806,Mob Psycho 100 II,Supernatural,Bones
25,Finished Airing,PG-13 - Teens 13 or older,8.51,111,85,1242704,16580,Ansatsu Kyoushitsu 2nd Season,Action,Lerche
25,Finished Airing,PG-13 - Teens 13 or older,8.51,111,85,1242704,16580,Ansatsu Kyoushitsu 2nd Season,Comedy,Lerche
12,Finished Airing,PG-13 - Teens 13 or older,7.72,1047,86,1222840,16664,Chuunibyou demo Koi ga Shitai!,Comedy,KyotoAnimation
12,Finished Airing,PG-13 - Teens 13 or older,7.72,1047,86,1222840,16664,Chuunibyou demo Koi ga Shitai!,Romance,KyotoAnimation
22,Finished Airing,PG-13 - Teens 13 or older,8.09,459,87,1220443,24911,Hyouka,Mystery,KyotoAnimation
22,Finished Airing,PG-13 - Teens 13 or older,8.09,459,87,1220443,24911,Hyouka,SliceofLife,KyotoAnimation
24,Finished Airing,PG-13 - Teens 13 or older,8.13,398,88,1177707,23943,Tensei shitara Slime Datta Ken,Action,8bit
24,Finished Airing,PG-13 - Teens 13 or older,8.13,398,88,1177707,23943,Tensei shitara Slime Datta Ken,Adventure,8bit
24,Finished Airing,PG-13 - Teens 13 or older,8.13,398,88,1177707,23943,Tensei shitara Slime Datta Ken,Comedy,8bit
24,Finished Airing,PG-13 - Teens 13 or older,8.13,398,88,1177707,23943,Tensei shitara Slime Datta Ken,Fantasy,8bit
12,Finished Airing,R - 17+ (violence & profanity),7.49,1696,89,1176750,12455,Owari no Seraph,Action,WitStudio
12,Finished Airing,R - 17+ (violence & profanity),7.49,1696,89,1176750,12455,Owari no Seraph,Drama,WitStudio
12,Finished Airing,R - 17+ (violence & profanity),7.49,1696,89,1176750,12455,Owari no Seraph,Supernatural,WitStudio
1,Finished Airing,R - 17+ (violence & profanity),8.66,60,90,1166081,11782,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Action,ufotable
1,Finished Airing,R - 17+ (violence & profanity),8.66,60,90,1166081,11782,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Fantasy,ufotable
12,Finished Airing,PG-13 - Teens 13 or older,8.36,189,91,1158293,49339,Mahou Shoujo Madoka★Magica,Drama,Shaft
12,Finished Airing,PG-13 - Teens 13 or older,8.36,189,91,1158293,49339,Mahou Shoujo Madoka★Magica,Suspense,Shaft
12,Finished Airing,R - 17+ (violence & profanity),7.82,846,92,1152891,22180,Bungou Stray Dogs,Action,Bones
12,Finished Airing,R - 17+ (violence & profanity),7.82,846,92,1152891,22180,Bungou Stray Dogs,Comedy,Bones
12,Finished Airing,R - 17+ (violence & profanity),7.82,846,92,1152891,22180,Bungou Stray Dogs,Mystery,Bones
12,Finished Airing,R - 17+ (violence & profanity),7.82,846,92,1152891,22180,Bungou Stray Dogs,Supernatural,Bones
13,Finished Airing,R - 17+ (violence & profanity),8.67,56,93,1144394,37344,Made in Abyss,Adventure,KinemaCitrus
13,Finished Airing,R - 17+ (violence & profanity),8.67,56,93,1144394,37344,Made in Abyss,Drama,KinemaCitrus
13,Finished Airing,R - 17+ (violence & profanity),8.67,56,93,1144394,37344,Made in Abyss,Fantasy,KinemaCitrus
13,Finished Airing,R - 17+ (violence & profanity),8.67,56,93,1144394,37344,Made in Abyss,Mystery,KinemaCitrus
13,Finished Airing,R - 17+ (violence & profanity),8.67,56,93,1144394,37344,Made in Abyss,Sci-Fi,KinemaCitrus
24,Finished Airing,PG-13 - Teens 13 or older,8.11,429,94,1137590,25707,Sakura-sou no Pet na Kanojo,Drama,J.C.Staff
24,Finished Airing,PG-13 - Teens 13 or older,8.11,429,94,1137590,25707,Sakura-sou no Pet na Kanojo,Romance,J.C.Staff
1,Finished Airing,G - All Ages,8.66,59,95,1136897,23669,Howl no Ugoku Shiro,Adventure,StudioGhibli
1,Finished Airing,G - All Ages,8.66,59,95,1136897,23669,Howl no Ugoku Shiro,Drama,StudioGhibli
1,Finished Airing,G - All Ages,8.66,59,95,1136897,23669,Howl no Ugoku Shiro,Fantasy,StudioGhibli
1,Finished Airing,G - All Ages,8.66,59,95,1136897,23669,Howl no Ugoku Shiro,Romance,StudioGhibli
12,Finished Airing,R - 17+ (violence & profanity),7.17,3162,96,1131940,6333,Deadman Wonderland,Action,Manglobe
12,Finished Airing,R - 17+ (violence & profanity),7.17,3162,96,1131940,6333,Deadman Wonderland,Horror,Manglobe
12,Finished Airing,R - 17+ (violence & profanity),7.17,3162,96,1131940,6333,Deadman Wonderland,Sci-Fi,Manglobe
12,Finished Airing,R - 17+ (violence & profanity),7.17,3162,96,1131940,6333,Deadman Wonderland,Supernatural,Manglobe
26,Finished Airing,PG-13 - Teens 13 or older,8.02,539,97,1126724,21155,Kaichou wa Maid-sama!,Comedy,J.C.Staff
26,Finished Airing,PG-13 - Teens 13 or older,8.02,539,97,1126724,21155,Kaichou wa Maid-sama!,Romance,J.C.Staff
22,Finished Airing,R - 17+ (violence & profanity),7.44,1880,98,1123673,16561,Guilty Crown,Action,ProductionI.G
22,Finished Airing,R - 17+ (violence & profanity),7.44,1880,98,1123673,16561,Guilty Crown,Drama,ProductionI.G
22,Finished Airing,R - 17+ (violence & profanity),7.44,1880,98,1123673,16561,Guilty Crown,Sci-Fi,ProductionI.G
24,Finished Airing,R - 17+ (violence & profanity),8.73,43,99,1110561,33089,Vinland Saga,Action,WitStudio
24,Finished Airing,R - 17+ (violence & profanity),8.73,43,99,1110561,33089,Vinland Saga,Adventure,WitStudio
24,Finished Airing,R - 17+ (violence & profanity),8.73,43,99,1110561,33089,Vinland Saga,Drama,WitStudio
26,Finished Airing,R - 17+ (violence & profanity),8.5,113,100,1107222,33503,Samurai Champloo,Action,Manglobe
26,Finished Airing,R - 17+ (violence & profanity),8.5,113,100,1107222,33503,Samurai Champloo,Adventure,Manglobe
26,Finished Airing,R - 17+ (violence & profanity),8.5,113,100,1107222,33503,Samurai Champloo,Comedy,Manglobe
1,Finished Airing,PG-13 - Teens 13 or older,8.68,53,101,1102152,18886,Mononoke Hime,Action,StudioGhibli
1,Finished Airing,PG-13 - Teens 13 or older,8.68,53,101,1102152,18886,Mononoke Hime,Adventure,StudioGhibli
1,Finished Airing,PG-13 - Teens 13 or older,8.68,53,101,1102152,18886,Mononoke Hime,Fantasy,StudioGhibli
291,Finished Airing,PG-13 - Teens 13 or older,8.15,376,102,1100108,33139,Dragon Ball Z,Action,ToeiAnimation
291,Finished Airing,PG-13 - Teens 13 or older,8.15,376,102,1100108,33139,Dragon Ball Z,Adventure,ToeiAnimation
291,Finished Airing,PG-13 - Teens 13 or older,8.15,376,102,1100108,33139,Dragon Ball Z,Comedy,ToeiAnimation
291,Finished Airing,PG-13 - Teens 13 or older,8.15,376,102,1100108,33139,Dragon Ball Z,Fantasy,ToeiAnimation
24,Finished Airing,PG-13 - Teens 13 or older,7.7,1102,103,1099695,7742,Enen no Shouboutai,Action,DavidProduction
24,Finished Airing,PG-13 - Teens 13 or older,7.7,1102,103,1099695,7742,Enen no Shouboutai,Supernatural,DavidProduction
12,Finished Airing,PG-13 - Teens 13 or older,8.65,65,104,1094193,18572,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Comedy,A-1Pictures
13,Finished Airing,PG-13 - Teens 13 or older,7.99,585,105,1092264,16157,Kobayashi-san Chi no Maid Dragon,Fantasy,KyotoAnimation
13,Finished Airing,PG-13 - Teens 13 or older,7.99,585,105,1092264,16157,Kobayashi-san Chi no Maid Dragon,SliceofLife,KyotoAnimation
24,Finished Airing,PG-13 - Teens 13 or older,8.94,16,106,1084813,66546,Clannad: After Story,Drama,KyotoAnimation
24,Finished Airing,PG-13 - Teens 13 or older,8.94,16,106,1084813,66546,Clannad: After Story,Romance,KyotoAnimation
24,Finished Airing,PG-13 - Teens 13 or older,8.94,16,106,1084813,66546,Clannad: After Story,Supernatural,KyotoAnimation
24,Finished Airing,R - 17+ (violence & profanity),7.68,1148,107,1071777,21283,Kuroshitsuji,Action,A-1Pictures
24,Finished Airing,R - 17+ (violence & profanity),7.68,1148,107,1071777,21283,Kuroshitsuji,Comedy,A-1Pictures
24,Finished Airing,R - 17+ (violence & profanity),7.68,1148,107,1071777,21283,Kuroshitsuji,Mystery,A-1Pictures
24,Finished Airing,R - 17+ (violence & profanity),7.68,1148,107,1071777,21283,Kuroshitsuji,Supernatural,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,8.08,472,108,1066916,19751,Kuroko no Basket,Sports,ProductionI.G
20,Finished Airing,PG-13 - Teens 13 or older,7.59,1366,109,1062774,10430,Nisekoi,Comedy,Shaft
20,Finished Airing,PG-13 - Teens 13 or older,7.59,1366,109,1062774,10430,Nisekoi,Romance,Shaft
12,Finished Airing,PG-13 - Teens 13 or older,7.74,1010,110,1057685,11333,Kyoukai no Kanata,Fantasy,KyotoAnimation
12,Finished Airing,PG-13 - Teens 13 or older,7.74,1010,110,1057685,11333,Kyoukai no Kanata,SliceofLife,KyotoAnimation
12,Finished Airing,PG-13 - Teens 13 or older,7.74,1010,110,1057685,11333,Kyoukai no Kanata,Supernatural,KyotoAnimation
13,Finished Airing,PG-13 - Teens 13 or older,8.21,319,111,1043467,27361,Horimiya,Romance,CloverWorks
10,Finished Airing,PG-13 - Teens 13 or older,8.79,33,112,1043005,14533,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Sports,ProductionI.G
11,Finished Airing,R - 17+ (violence & profanity),8.1,449,113,1032693,20211,Zankyou no Terror,Mystery,MAPPA
11,Finished Airing,R - 17+ (violence & profanity),8.1,449,113,1032693,20211,Zankyou no Terror,Suspense,MAPPA
24,Finished Airing,R - 17+ (violence & profanity),8.1,444,114,1030459,19009,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Action,DavidProduction
24,Finished Airing,R - 17+ (violence & profanity),8.1,444,114,1030459,19009,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Adventure,DavidProduction
24,Finished Airing,R - 17+ (violence & profanity),8.1,444,114,1030459,19009,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Drama,DavidProduction
24,Finished Airing,R - 17+ (violence & profanity),8.1,444,114,1030459,19009,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Supernatural,DavidProduction
13,Finished Airing,PG-13 - Teens 13 or older,8.11,430,115,1027120,3020,Shokugeki no Souma: Ni no Sara,Gourmet,J.C.Staff
13,Finished Airing,PG-13 - Teens 13 or older,8.11,430,115,1027120,3020,Shokugeki no Souma: Ni no Sara,Ecchi,J.C.Staff
25,Finished Airing,PG-13 - Teens 13 or older,7.94,648,116,1023647,9927,Log Horizon,Action,Satelight
25,Finished Airing,PG-13 - Teens 13 or older,7.94,648,116,1023647,9927,Log Horizon,Adventure,Satelight
25,Finished Airing,PG-13 - Teens 13 or older,7.94,648,116,1023647,9927,Log Horizon,Fantasy,Satelight
24,Finished Airing,R - 17+ (violence & profanity),8.23,294,117,1020656,16988,Dororo,Action,TezukaProductions
24,Finished Airing,R - 17+ (violence & profanity),8.23,294,117,1020656,16988,Dororo,Action,MAPPA
24,Finished Airing,R - 17+ (violence & profanity),8.23,294,117,1020656,16988,Dororo,Adventure,TezukaProductions
24,Finished Airing,R - 17+ (violence & profanity),8.23,294,117,1020656,16988,Dororo,Adventure,MAPPA
24,Finished Airing,R - 17+ (violence & profanity),8.23,294,117,1020656,16988,Dororo,Supernatural,TezukaProductions
24,Finished Airing,R - 17+ (violence & profanity),8.23,294,117,1020656,16988,Dororo,Supernatural,MAPPA
12,Finished Airing,R - 17+ (violence & profanity),6.38,7116,118,1017354,3537,Tokyo Ghoul:re,Action,Pierrot
12,Finished Airing,R - 17+ (violence & profanity),6.38,7116,118,1017354,3537,Tokyo Ghoul:re,Action,PierrotPlus
12,Finished Airing,R - 17+ (violence & profanity),6.38,7116,118,1017354,3537,Tokyo Ghoul:re,Fantasy,Pierrot
12,Finished Airing,R - 17+ (violence & profanity),6.38,7116,118,1017354,3537,Tokyo Ghoul:re,Fantasy,PierrotPlus
12,Finished Airing,R - 17+ (violence & profanity),6.38,7116,118,1017354,3537,Tokyo Ghoul:re,Horror,Pierrot
12,Finished Airing,R - 17+ (violence & profanity),6.38,7116,118,1017354,3537,Tokyo Ghoul:re,Horror,PierrotPlus
26,Finished Airing,PG-13 - Teens 13 or older,8.16,369,119,1014943,31081,Ouran Koukou Host Club,Comedy,Bones
26,Finished Airing,PG-13 - Teens 13 or older,8.16,369,119,1014943,31081,Ouran Koukou Host Club,Romance,Bones
12,Finished Airing,R - 17+ (violence & profanity),8.56,88,120,1008717,19395,Fate/Zero 2nd Season,Action,ufotable
12,Finished Airing,R - 17+ (violence & profanity),8.56,88,120,1008717,19395,Fate/Zero 2nd Season,Fantasy,ufotable
12,Finished Airing,R - 17+ (violence & profanity),8.56,88,120,1008717,19395,Fate/Zero 2nd Season,Supernatural,ufotable
24,Finished Airing,PG-13 - Teens 13 or older,7.63,1259,121,1003878,3762,Nanatsu no Taizai: Imashime no Fukkatsu,Action,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.63,1259,121,1003878,3762,Nanatsu no Taizai: Imashime no Fukkatsu,Adventure,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.63,1259,121,1003878,3762,Nanatsu no Taizai: Imashime no Fukkatsu,Fantasy,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.63,1259,121,1003878,3762,Nanatsu no Taizai: Imashime no Fukkatsu,Supernatural,A-1Pictures
10,Finished Airing,R+ - Mild Nudity,7.77,948,122,970392,20582,Devilman: Crybaby,Action,ScienceSARU
10,Finished Airing,R+ - Mild Nudity,7.77,948,122,970392,20582,Devilman: Crybaby,AvantGarde,ScienceSARU
10,Finished Airing,R+ - Mild Nudity,7.77,948,122,970392,20582,Devilman: Crybaby,Horror,ScienceSARU
10,Finished Airing,R+ - Mild Nudity,7.77,948,122,970392,20582,Devilman: Crybaby,Supernatural,ScienceSARU
13,Finished Airing,PG-13 - Teens 13 or older,7.49,1704,123,965242,5674,Tonari no Kaibutsu-kun,Comedy,Brain'sBase
13,Finished Airing,PG-13 - Teens 13 or older,7.49,1704,123,965242,5674,Tonari no Kaibutsu-kun,Romance,Brain'sBase
24,Finished Airing,R - 17+ (violence & profanity),8.12,423,124,955575,22969,Tokyo Revengers,Action,LIDENFILMS
24,Finished Airing,R - 17+ (violence & profanity),8.12,423,124,955575,22969,Tokyo Revengers,Drama,LIDENFILMS
24,Finished Airing,R - 17+ (violence & profanity),8.12,423,124,955575,22969,Tokyo Revengers,Supernatural,LIDENFILMS
13,Finished Airing,PG-13 - Teens 13 or older,7.85,805,125,952796,21869,K-On!,Comedy,KyotoAnimation
11,Finished Airing,R - 17+ (violence & profanity),8.37,181,126,952091,22888,Mushoku Tensei: Isekai Ittara Honki Dasu,Drama,StudioBind
11,Finished Airing,R - 17+ (violence & profanity),8.37,181,126,952091,22888,Mushoku Tensei: Isekai Ittara Honki Dasu,Fantasy,StudioBind
11,Finished Airing,R - 17+ (violence & profanity),8.37,181,126,952091,22888,Mushoku Tensei: Isekai Ittara Honki Dasu,Ecchi,StudioBind
12,Finished Airing,R - 17+ (violence & profanity),8.19,343,127,951626,15195,Fate/stay night: Unlimited Blade Works,Action,ufotable
12,Finished Airing,R - 17+ (violence & profanity),8.19,343,127,951626,15195,Fate/stay night: Unlimited Blade Works,Fantasy,ufotable
12,Finished Airing,R - 17+ (violence & profanity),8.19,343,127,951626,15195,Fate/stay night: Unlimited Blade Works,Supernatural,ufotable
26,Finished Airing,PG-13 - Teens 13 or older,7.43,1904,128,951289,10569,Mahouka Koukou no Rettousei,Action,Madhouse
26,Finished Airing,PG-13 - Teens 13 or older,7.43,1904,128,951289,10569,Mahouka Koukou no Rettousei,Romance,Madhouse
26,Finished Airing,PG-13 - Teens 13 or older,7.43,1904,128,951289,10569,Mahouka Koukou no Rettousei,Sci-Fi,Madhouse
26,Finished Airing,PG-13 - Teens 13 or older,7.43,1904,128,951289,10569,Mahouka Koukou no Rettousei,Supernatural,Madhouse
12,Finished Airing,R - 17+ (violence & profanity),7.42,1946,129,950502,6243,Goblin Slayer,Action,WhiteFox
12,Finished Airing,R - 17+ (violence & profanity),7.42,1946,129,950502,6243,Goblin Slayer,Adventure,WhiteFox
12,Finished Airing,R - 17+ (violence & profanity),7.42,1946,129,950502,6243,Goblin Slayer,Fantasy,WhiteFox
201,Finished Airing,PG-13 - Teens 13 or older,8.95,14,130,949101,54806,Gintama,Action,Sunrise
201,Finished Airing,PG-13 - Teens 13 or older,8.95,14,130,949101,54806,Gintama,Comedy,Sunrise
201,Finished Airing,PG-13 - Teens 13 or older,8.95,14,130,949101,54806,Gintama,Sci-Fi,Sunrise
25,Finished Airing,PG-13 - Teens 13 or older,8.03,532,131,942876,8546,Magi: The Labyrinth of Magic,Action,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,8.03,532,131,942876,8546,Magi: The Labyrinth of Magic,Adventure,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,8.03,532,131,942876,8546,Magi: The Labyrinth of Magic,Fantasy,A-1Pictures
39,Finished Airing,R - 17+ (violence & profanity),8.5,119,132,942764,34612,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Action,DavidProduction
39,Finished Airing,R - 17+ (violence & profanity),8.5,119,132,942764,34612,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Adventure,DavidProduction
39,Finished Airing,R - 17+ (violence & profanity),8.5,119,132,942764,34612,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Comedy,DavidProduction
39,Finished Airing,R - 17+ (violence & profanity),8.5,119,132,942764,34612,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Drama,DavidProduction
39,Finished Airing,R - 17+ (violence & profanity),8.5,119,132,942764,34612,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Supernatural,DavidProduction
24,Finished Airing,R - 17+ (violence & profanity),8.44,140,133,940011,18199,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Action,DavidProduction
24,Finished Airing,R - 17+ (violence & profanity),8.44,140,133,940011,18199,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Adventure,DavidProduction
24,Finished Airing,R - 17+ (violence & profanity),8.44,140,133,940011,18199,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Drama,DavidProduction
24,Finished Airing,R - 17+ (violence & profanity),8.44,140,133,940011,18199,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Supernatural,DavidProduction
13,Finished Airing,R - 17+ (violence & profanity),8.37,182,134,939521,10842,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Drama,WhiteFox
13,Finished Airing,R - 17+ (violence & profanity),8.37,182,134,939521,10842,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Fantasy,WhiteFox
13,Finished Airing,R - 17+ (violence & profanity),8.37,182,134,939521,10842,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Suspense,WhiteFox
13,Finished Airing,PG-13 - Teens 13 or older,8.23,293,135,939087,15389,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Comedy,feel.
13,Finished Airing,PG-13 - Teens 13 or older,8.23,293,135,939087,15389,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Romance,feel.
1,Finished Airing,G - All Ages,8.26,270,136,928819,7202,Tonari no Totoro,Adventure,StudioGhibli
1,Finished Airing,G - All Ages,8.26,270,136,928819,7202,Tonari no Totoro,Supernatural,StudioGhibli
12,Finished Airing,PG-13 - Teens 13 or older,7.86,788,137,927689,13800,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Drama,Lerche
120,Finished Airing,PG-13 - Teens 13 or older,8.43,146,138,926773,24785,Saiki Kusuo no Ψ-nan,Comedy,J.C.Staff
120,Finished Airing,PG-13 - Teens 13 or older,8.43,146,138,926773,24785,Saiki Kusuo no Ψ-nan,Comedy,EggFirm
120,Finished Airing,PG-13 - Teens 13 or older,8.43,146,138,926773,24785,Saiki Kusuo no Ψ-nan,Supernatural,J.C.Staff
120,Finished Airing,PG-13 - Teens 13 or older,8.43,146,138,926773,24785,Saiki Kusuo no Ψ-nan,Supernatural,EggFirm
12,Finished Airing,R - 17+ (violence & profanity),7.17,3159,139,921546,9021,Date A Live,Comedy,AICPLUS+
12,Finished Airing,R - 17+ (violence & profanity),7.17,3159,139,921546,9021,Date A Live,Romance,AICPLUS+
12,Finished Airing,R - 17+ (violence & profanity),7.17,3159,139,921546,9021,Date A Live,Sci-Fi,AICPLUS+
25,Finished Airing,PG-13 - Teens 13 or older,7.43,1927,140,919721,9795,Boku no Hero Academia 5th Season,Action,Bones
13,Finished Airing,PG-13 - Teens 13 or older,7.99,576,141,916410,9095,ReLIFE,Drama,TMSEntertainment
13,Finished Airing,PG-13 - Teens 13 or older,7.99,576,141,916410,9095,ReLIFE,Romance,TMSEntertainment
13,Finished Airing,PG-13 - Teens 13 or older,7.99,576,141,916410,9095,ReLIFE,SliceofLife,TMSEntertainment
153,Finished Airing,PG-13 - Teens 13 or older,7.96,610,142,915076,13469,Dragon Ball,Adventure,ToeiAnimation
153,Finished Airing,PG-13 - Teens 13 or older,7.96,610,142,915076,13469,Dragon Ball,Comedy,ToeiAnimation
153,Finished Airing,PG-13 - Teens 13 or older,7.96,610,142,915076,13469,Dragon Ball,Fantasy,ToeiAnimation
24,Finished Airing,PG-13 - Teens 13 or older,7.75,993,143,911720,11845,Golden Time,Comedy,J.C.Staff
24,Finished Airing,PG-13 - Teens 13 or older,7.75,993,143,911720,11845,Golden Time,Drama,J.C.Staff
24,Finished Airing,PG-13 - Teens 13 or older,7.75,993,143,911720,11845,Golden Time,Romance,J.C.Staff
11,Finished Airing,R - 17+ (violence & profanity),8.87,23,144,907856,20185,Kimetsu no Yaiba: Yuukaku-hen,Action,ufotable
11,Finished Airing,R - 17+ (violence & profanity),8.87,23,144,907856,20185,Kimetsu no Yaiba: Yuukaku-hen,Fantasy,ufotable
24,Finished Airing,R - 17+ (violence & profanity),7.56,1482,145,903630,6648,Sword Art Online: Alicization,Action,A-1Pictures
24,Finished Airing,R - 17+ (violence & profanity),7.56,1482,145,903630,6648,Sword Art Online: Alicization,Adventure,A-1Pictures
24,Finished Airing,R - 17+ (violence & profanity),7.56,1482,145,903630,6648,Sword Art Online: Alicization,Fantasy,A-1Pictures
12,Finished Airing,R+ - Mild Nudity,7.62,1308,146,894320,6597,Prison School,Comedy,J.C.Staff
12,Finished Airing,R+ - Mild Nudity,7.62,1308,146,894320,6597,Prison School,Romance,J.C.Staff
12,Finished Airing,R+ - Mild Nudity,7.62,1308,146,894320,6597,Prison School,Ecchi,J.C.Staff
102,Finished Airing,PG-13 - Teens 13 or older,7.66,1188,147,887924,11392,Fairy Tail (2014),Action,A-1Pictures
102,Finished Airing,PG-13 - Teens 13 or older,7.66,1188,147,887924,11392,Fairy Tail (2014),Action,Bridge
102,Finished Airing,PG-13 - Teens 13 or older,7.66,1188,147,887924,11392,Fairy Tail (2014),Adventure,A-1Pictures
102,Finished Airing,PG-13 - Teens 13 or older,7.66,1188,147,887924,11392,Fairy Tail (2014),Adventure,Bridge
102,Finished Airing,PG-13 - Teens 13 or older,7.66,1188,147,887924,11392,Fairy Tail (2014),Fantasy,A-1Pictures
102,Finished Airing,PG-13 - Teens 13 or older,7.66,1188,147,887924,11392,Fairy Tail (2014),Fantasy,Bridge
12,Finished Airing,R - 17+ (violence & profanity),8.84,26,148,882117,26246,Shingeki no Kyojin: The Final Season Part 2,Action,MAPPA
12,Finished Airing,R - 17+ (violence & profanity),8.84,26,148,882117,26246,Shingeki no Kyojin: The Final Season Part 2,Drama,MAPPA
12,Finished Airing,R - 17+ (violence & profanity),8.03,521,149,880818,15957,Black Lagoon,Action,Madhouse
12,Finished Airing,PG-13 - Teens 13 or older,8.03,515,150,871148,2574,Shokugeki no Souma: San no Sara,Gourmet,J.C.Staff
12,Finished Airing,PG-13 - Teens 13 or older,8.03,515,150,871148,2574,Shokugeki no Souma: San no Sara,Ecchi,J.C.Staff
24,Finished Airing,R - 17+ (violence & profanity),7.29,2561,151,869813,6959,Fate/stay night,Action,StudioDeen
24,Finished Airing,R - 17+ (violence & profanity),7.29,2561,151,869813,6959,Fate/stay night,Fantasy,StudioDeen
24,Finished Airing,R - 17+ (violence & profanity),7.29,2561,151,869813,6959,Fate/stay night,Romance,StudioDeen
24,Finished Airing,R - 17+ (violence & profanity),7.29,2561,151,869813,6959,Fate/stay night,Supernatural,StudioDeen
25,Finished Airing,R - 17+ (violence & profanity),8.08,463,152,867468,15914,Darker than Black: Kuro no Keiyakusha,Action,Bones
