Episodes,Status,Studios,Genres,Ratings,Scores,Rank,Popularity,Members,Favorites,titles,SP
25,Finished Airing,Wit Studio,"Action, Drama",R - 17+ (violence & profanity),8.53,100,1,"3,510,395","155,195",Shingeki no Kyojin,"['Crunchyroll', 'Funimation']"
37,Finished Airing,Madhouse,"Supernatural, Suspense",R - 17+ (violence & profanity),8.62,73,2,"3,491,046","159,080",Death Note,"['Crunchyroll', 'Funimation']"
64,Finished Airing,Bones,"Action, Adventure, Drama, Fantasy",R - 17+ (violence & profanity),9.13,1,3,"2,966,462","206,903",Fullmetal Alchemist: Brotherhood,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Madhouse,"Action, Comedy",R - 17+ (violence & profanity),8.51,110,4,"2,868,306","59,353",One Punch Man,"['Crunchyroll', 'Funimation']"
25,Finished Airing,A-1 Pictures,"Action, Adventure, Fantasy, Romance",PG-13 - Teens 13 or older,7.20,3018,5,"2,805,024","64,861",Sword Art Online,"['Crunchyroll', 'Funimation']"
13,Finished Airing,Bones,Genre: Action,PG-13 - Teens 13 or older,7.92,670,6,"2,698,039","52,063",Boku no Hero Academia,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Pierrot,"Action, Fantasy, Horror",R - 17+ (violence & profanity),7.79,912,7,"2,547,096","47,252",Tokyo Ghoul,"['Crunchyroll', 'Funimation']"
220,Finished Airing,Pierrot,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,7.97,605,8,"2,546,671","71,501",Naruto,"['Crunchyroll', 'Funimation']"
26,Finished Airing,ufotable,"Action, Fantasy",R - 17+ (violence & profanity),8.54,96,9,"2,534,543","82,761",Kimetsu no Yaiba,"['Crunchyroll', 'Funimation']"
148,Finished Airing,Madhouse,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,9.04,9,10,"2,451,264","187,689",Hunter x Hunter (2011),"['Crunchyroll', 'Netflix']"
1,Finished Airing,CoMix Wave Films,"Drama, Supernatural",PG-13 - Teens 13 or older,8.86,22,11,"2,419,574","83,196",Kimi no Na wa.,['Netflix']
12,Finished Airing,Wit Studio,"Action, Drama",R - 17+ (violence & profanity),8.50,118,12,"2,384,824","20,076",Shingeki no Kyojin Season 2,"['Crunchyroll', 'Netflix']"
24,Finished Airing,White Fox,"Drama, Sci-Fi, Suspense",PG-13 - Teens 13 or older,9.08,4,13,"2,291,234","174,629",Steins;Gate,"['Crunchyroll', 'Funimation']"
25,Finished Airing,Bones,Genre: Action,PG-13 - Teens 13 or older,8.14,387,14,"2,260,075","17,138",Boku no Hero Academia 2nd Season,"['Crunchyroll', 'Netflix']"
12,Finished Airing,Madhouse,"Comedy, Fantasy, Ecchi",PG-13 - Teens 13 or older,8.10,440,15,"2,194,196","46,605",No Game No Life,"['HIDIVE', 'Netflix']"
500,Finished Airing,Pierrot,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,8.24,288,16,"2,177,917","100,263",Naruto: Shippuuden,"['Crunchyroll', 'Netflix']"
25,Finished Airing,Sunrise,"Action, Drama, Sci-Fi",R - 17+ (violence & profanity),8.70,49,17,"2,033,724","101,043",Code Geass: Hangyaku no Lelouch,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Wit Studio,"Action, Drama",R - 17+ (violence & profanity),8.62,71,18,"2,029,345","18,850",Shingeki no Kyojin Season 3,"['Crunchyroll', 'Netflix']"
1,Finished Airing,Kyoto Animation,Genre: Drama,PG-13 - Teens 13 or older,8.95,15,19,"2,027,446","78,359",Koe no Katachi,['Netflix']
25,Finished Airing,J.C.Staff,"Drama, Romance",PG-13 - Teens 13 or older,8.10,443,20,"2,015,316","53,899",Toradora!,"['Crunchyroll', 'Funimation']"
22,Finished Airing,A-1 Pictures,"Drama, Romance",PG-13 - Teens 13 or older,8.66,59,21,"1,982,520","80,525",Shigatsu wa Kimi no Uso,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Bones,"Action, Fantasy",PG-13 - Teens 13 or older,7.96,612,22,"1,972,399","31,527",Noragami,"['Crunchyroll', 'Funimation']"
25,Finished Airing,White Fox,"Drama, Fantasy, Suspense",R - 17+ (violence & profanity),8.24,291,23,"1,968,351","62,125",Re:Zero kara Hajimeru Isekai Seikatsu,"['Crunchyroll', 'Netflix']"
24,Finished Airing,MAPPA,"Action, Fantasy",R - 17+ (violence & profanity),8.67,52,24,"1,965,267","73,477",Jujutsu Kaisen,"['Crunchyroll', 'Funimation']"
Unknown,Currently Airing,Toei Animation,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,8.66,58,25,"1,954,404","175,917",One Piece,"['Crunchyroll', 'Funimation']"
25,Finished Airing,Bones,Genre: Action,PG-13 - Teens 13 or older,8.07,476,26,"1,944,228","12,718",Boku no Hero Academia 3rd Season,"['Crunchyroll', 'Netflix']"
13,Finished Airing,P.A. Works,"Drama, Supernatural",PG-13 - Teens 13 or older,8.07,475,27,"1,930,344","46,577",Angel Beats!,"['Crunchyroll', 'Funimation']"
10,Finished Airing,Wit Studio,"Action, Drama",R - 17+ (violence & profanity),9.07,5,28,"1,911,557","52,386",Shingeki no Kyojin Season 3 Part 2,"['Crunchyroll', 'Netflix']"
24,Finished Airing,White Fox,"Action, Fantasy",R - 17+ (violence & profanity),7.47,1762,29,"1,884,163","26,791",Akame ga Kill!,"['Crunchyroll', 'HIDIVE']"
24,Finished Airing,A-1 Pictures,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,7.70,1104,30,"1,872,556","18,935",Nanatsu no Taizai,['Netflix']
12,Finished Airing,A-1 Pictures,Genre: Mystery,R - 17+ (violence & profanity),8.31,228,31,"1,872,181","44,389",Boku dake ga Inai Machi,"['Crunchyroll', 'Funimation']"
26,Finished Airing,asread.,"Action, Supernatural, Suspense",R+ - Mild Nudity,7.44,1865,32,"1,863,200","29,493",Mirai Nikki (TV),"['Crunchyroll', 'Funimation']"
24,Finished Airing,A-1 Pictures,"Action, Adventure, Fantasy, Romance",PG-13 - Teens 13 or older,6.70,5334,33,"1,808,440","9,058",Sword Art Online II,"['Crunchyroll', 'Netflix']"
22,Finished Airing,Lerche,"Action, Comedy",PG-13 - Teens 13 or older,8.10,434,34,"1,784,589","27,377",Ansatsu Kyoushitsu,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Bones,"Action, Comedy, Supernatural",PG-13 - Teens 13 or older,8.48,125,35,"1,784,438","40,405",Mob Psycho 100,"['Crunchyroll', 'Funimation']"
25,Finished Airing,A-1 Pictures,"Action, Fantasy",PG-13 - Teens 13 or older,7.51,1653,36,"1,769,129","16,231",Ao no Exorcist,"['Crunchyroll', 'Funimation']"
25,Finished Airing,Production I.G,Genre: Sports,PG-13 - Teens 13 or older,8.45,140,37,"1,743,281","67,754",Haikyuu!!,"['Crunchyroll', 'Netflix']"
10,Finished Airing,Studio Deen,"Adventure, Comedy, Fantasy",PG-13 - Teens 13 or older,8.12,414,38,"1,740,616","41,638",Kono Subarashii Sekai ni Shukufuku wo!,"['Crunchyroll', 'Netflix']"
12,Finished Airing,CloverWorks,"Mystery, Sci-Fi, Suspense",R - 17+ (violence & profanity),8.53,102,39,"1,738,016","31,436",Yakusoku no Neverland,"['Crunchyroll', 'Funimation']"
366,Finished Airing,Pierrot,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,7.87,752,40,"1,701,568","61,973",Bleach,"['Crunchyroll', 'Funimation']"
24,Finished Airing,Madhouse,"Action, Horror, Sci-Fi",R - 17+ (violence & profanity),8.35,195,41,"1,671,445","31,809",Kiseijuu: Sei no Kakuritsu,"['Crunchyroll', 'HIDIVE']"
16,Finished Airing,MAPPA,"Action, Drama",R - 17+ (violence & profanity),8.83,25,42,"1,658,808","50,238",Shingeki no Kyojin: The Final Season,"['Crunchyroll', 'Netflix']"
26,Finished Airing,Sunrise,"Action, Sci-Fi",R - 17+ (violence & profanity),8.75,38,43,"1,656,886","73,583",Cowboy Bebop,"['Crunchyroll', 'Funimation']"
1,Finished Airing,Studio Ghibli,"Adventure, Award Winning, Supernatural",PG - Children,8.78,33,44,"1,650,985","29,176",Sen to Chihiro no Kamikakushi,['Netflix']
12,Finished Airing,Pierrot,"Action, Fantasy, Horror",R - 17+ (violence & profanity),7.03,3817,45,"1,618,963","10,116",Tokyo Ghoul √A,"['Crunchyroll', 'Shahid']"
175,Finished Airing,"Satelight, A-1 Pictures","Action, Adventure, Fantasy",PG-13 - Teens 13 or older,7.58,1424,46,"1,608,976","44,307",Fairy Tail,"['Crunchyroll', 'Funimation']"
25,Finished Airing,Sunrise,"Action, Drama, Sci-Fi",R - 17+ (violence & profanity),8.91,19,47,"1,603,809","71,861",Code Geass: Hangyaku no Lelouch R2,"['Crunchyroll', 'Funimation']"
26,Finished Airing,"Gainax, Tatsunoko Production","Action, Avant Garde, Drama, Sci-Fi",PG-13 - Teens 13 or older,8.34,201,48,"1,598,485","93,809",Neon Genesis Evangelion,['Netflix']
12,Finished Airing,Madhouse,"Drama, Supernatural, Suspense",R - 17+ (violence & profanity),8.16,365,49,"1,589,218","26,261",Death Parade,"['Funimation', 'Netflix']"
24,Finished Airing,Trigger,"Action, Comedy, Ecchi",PG-13 - Teens 13 or older,8.04,506,50,"1,579,502","35,594",Kill la Kill,"['Crunchyroll', 'Funimation']"
13,Finished Airing,Kyoto Animation,"Drama, Fantasy, Slice of Life",PG-13 - Teens 13 or older,8.67,57,51,"1,552,438","53,312",Violet Evergarden,['Netflix']
12,Finished Airing,P.A. Works,"Horror, Mystery, Supernatural, Suspense",R - 17+ (violence & profanity),7.49,1716,52,"1,526,213","16,324",Another,"['Crunchyroll', 'Netflix']"
13,Finished Airing,CloverWorks,"Comedy, Drama, Romance, Supernatural",PG-13 - Teens 13 or older,8.26,270,53,"1,509,208","42,624",Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"['Crunchyroll', 'Funimation']"
24,Finished Airing,J.C.Staff,"Gourmet, Ecchi",PG-13 - Teens 13 or older,8.18,357,54,"1,508,057","23,130",Shokugeki no Souma,"['HIDIVE', 'Netflix']"
25,Finished Airing,Bones,Genre: Action,PG-13 - Teens 13 or older,7.94,644,55,"1,499,532","8,084",Boku no Hero Academia 4th Season,"['Crunchyroll', 'Netflix']"
22,Finished Airing,Production I.G,"Action, Sci-Fi, Suspense",R - 17+ (violence & profanity),8.35,191,57,"1,491,756","36,389",Psycho-Pass,"['Crunchyroll', 'Funimation']"
51,Finished Airing,Bones,"Action, Comedy, Fantasy, Supernatural",PG-13 - Teens 13 or older,7.84,812,56,"1,491,698","24,650",Soul Eater,"['Crunchyroll', 'Funimation']"
24,Finished Airing,TMS Entertainment,"Adventure, Comedy, Sci-Fi",PG-13 - Teens 13 or older,8.29,247,58,"1,490,137","24,848",Dr. Stone,"['Crunchyroll', 'Funimation']"
12,Finished Airing,A-1 Pictures,Genre: Comedy,PG-13 - Teens 13 or older,8.41,158,59,"1,487,225","35,133",Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"['Crunchyroll', 'Funimation']"
11,Finished Airing,A-1 Pictures,"Drama, Slice of Life, Supernatural",PG-13 - Teens 13 or older,8.32,211,60,"1,487,019","31,749",Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"['Crunchyroll', 'Funimation']"
27,Finished Airing,Gainax,"Action, Adventure, Comedy, Sci-Fi",PG-13 - Teens 13 or older,8.63,69,61,"1,474,677","73,174",Tengen Toppa Gurren Lagann,"['Crunchyroll', 'Funimation']"
12,Finished Airing,J.C.Staff,"Action, Comedy",R - 17+ (violence & profanity),7.47,1780,62,"1,463,988","5,834",One Punch Man 2nd Season,['Crunchyroll']
24,Finished Airing,"A-1 Pictures, Trigger, CloverWorks","Action, Drama, Romance, Sci-Fi",PG-13 - Teens 13 or older,7.23,2840,63,"1,459,109","29,526",Darling in the FranXX,"['Crunchyroll', 'Funimation']"
26,Finished Airing,David Production,"Action, Adventure, Supernatural",R - 17+ (violence & profanity),7.91,685,64,"1,452,808","33,938",JoJo no Kimyou na Bouken (TV),"['Crunchyroll', 'Netflix']"
13,Finished Airing,P.A. Works,Genre: Drama,PG-13 - Teens 13 or older,7.75,974,65,"1,442,121","21,142",Charlotte,"['Crunchyroll', 'Funimation']"
13,Finished Airing,White Fox,"Comedy, Fantasy, Romance, Supernatural",PG-13 - Teens 13 or older,7.77,939,66,"1,414,302","10,895",Hataraku Maou-sama!,"['Crunchyroll', 'Funimation']"
13,Finished Airing,"Arms, Studio Guts","Action, Drama, Horror, Romance, Supernatural",R+ - Mild Nudity,7.50,1676,67,"1,403,457","22,817",Elfen Lied,['HIDIVE']
170,Finished Airing,Pierrot,"Action, Comedy, Fantasy",PG-13 - Teens 13 or older,8.13,404,68,"1,398,350","39,289",Black Clover,"['Crunchyroll', 'Funimation']"
13,Finished Airing,Madhouse,"Action, Adventure, Fantasy, Supernatural",R - 17+ (violence & profanity),7.92,665,69,"1,396,971","23,172",Overlord,"['Crunchyroll', 'Funimation']"
13,Finished Airing,J.C.Staff,"Action, Adventure, Comedy, Fantasy, Romance",PG-13 - Teens 13 or older,7.56,1464,70,"1,380,893","11,076",Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"['HIDIVE', 'Netflix']"
25,Finished Airing,Kinema Citrus,"Action, Adventure, Drama, Fantasy",PG-13 - Teens 13 or older,8.01,560,71,"1,380,460","25,330",Tate no Yuusha no Nariagari,"['Crunchyroll', 'Funimation']"
13,Finished Airing,ufotable,"Action, Fantasy, Supernatural",R - 17+ (violence & profanity),8.29,248,72,"1,379,370","32,370",Fate/Zero,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Madhouse,"Action, Horror, Supernatural, Ecchi",R+ - Mild Nudity,7.08,3593,73,"1,378,425","9,500",Highschool of the Dead,"['HIDIVE', 'Netflix']"
51,Finished Airing,Bones,"Action, Adventure, Drama, Fantasy",R - 17+ (violence & profanity),8.12,412,74,"1,371,151","24,849",Fullmetal Alchemist,['Netflix']
10,Finished Airing,Studio Deen,"Adventure, Comedy, Fantasy",PG-13 - Teens 13 or older,8.28,253,75,"1,345,461","11,420",Kono Subarashii Sekai ni Shukufuku wo! 2,"['Crunchyroll', 'Netflix']"
13,Finished Airing,Bones,"Action, Fantasy",PG-13 - Teens 13 or older,8.17,359,76,"1,334,587","11,234",Noragami Aragoto,['Crunchyroll']
23,Finished Airing,Kyoto Animation,"Drama, Romance, Supernatural",PG-13 - Teens 13 or older,8.01,551,77,"1,316,870","26,622",Clannad,"['Funimation', 'HIDIVE']"
12,Finished Airing,MAPPA,"Drama, Mystery",R - 17+ (violence & profanity),7.26,2679,78,"1,312,400","10,015",Kakegurui,['Netflix']
24,Finished Airing,Brain's Base,"Action, Mystery, Supernatural",R - 17+ (violence & profanity),8.12,411,79,"1,309,028","29,314",Durarara!!,"['Funimation', 'Netflix']"
15,Finished Airing,Shaft,"Mystery, Romance, Supernatural",R - 17+ (violence & profanity),8.34,197,80,"1,299,387","46,722",Bakemonogatari,"['Crunchyroll', 'Funimation']"
12,Finished Airing,TNK,"Comedy, Romance, Ecchi",R+ - Mild Nudity,7.34,2298,81,"1,296,066","21,112",High School DxD,"['Funimation', 'Netflix']"
13,Finished Airing,Brain's Base,"Comedy, Romance",PG-13 - Teens 13 or older,8.02,546,82,"1,287,696","26,829",Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"['HIDIVE', 'Shahid']"
13,Finished Airing,Bones,"Action, Comedy, Supernatural",PG-13 - Teens 13 or older,8.81,28,83,"1,282,517","29,700",Mob Psycho 100 II,['Crunchyroll']
25,Finished Airing,Production I.G,Genre: Sports,PG-13 - Teens 13 or older,8.64,66,84,"1,272,781","15,207",Haikyuu!! Second Season,['Crunchyroll']
25,Finished Airing,Lerche,"Action, Comedy",PG-13 - Teens 13 or older,8.50,113,85,"1,269,209","16,842",Ansatsu Kyoushitsu 2nd Season,"['Crunchyroll', 'Netflix']"
22,Finished Airing,Kyoto Animation,"Mystery, Slice of Life",PG-13 - Teens 13 or older,8.09,457,86,"1,239,964","25,243",Hyouka,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Kyoto Animation,"Comedy, Romance",PG-13 - Teens 13 or older,7.72,1059,87,"1,239,927","16,909",Chuunibyou demo Koi ga Shitai!,"['Crunchyroll', 'Funimation']"
1,Finished Airing,ufotable,"Action, Fantasy",R - 17+ (violence & profanity),8.65,63,88,"1,215,019","12,021",Kimetsu no Yaiba Movie: Mugen Ressha-hen,"['Crunchyroll', 'Netflix']"
24,Finished Airing,8bit,"Action, Adventure, Comedy, Fantasy",PG-13 - Teens 13 or older,8.13,401,89,"1,209,652","24,800",Tensei shitara Slime Datta Ken,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Wit Studio,"Action, Drama, Supernatural",R - 17+ (violence & profanity),7.49,1704,90,"1,197,493","12,664",Owari no Seraph,"['Funimation', 'Netflix']"
13,Finished Airing,Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",R - 17+ (violence & profanity),8.67,53,91,"1,181,195","38,817",Made in Abyss,"['HIDIVE', 'Netflix']"
12,Finished Airing,Bones,"Action, Comedy, Mystery, Supernatural",R - 17+ (violence & profanity),7.82,850,92,"1,180,536","22,785",Bungou Stray Dogs,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Shaft,"Drama, Suspense",PG-13 - Teens 13 or older,8.36,189,93,"1,175,518","50,177",Mahou Shoujo Madoka★Magica,"['Crunchyroll', 'Funimation']"
1,Finished Airing,Studio Ghibli,"Adventure, Drama, Fantasy, Romance",G - All Ages,8.66,61,94,"1,161,440","24,378",Howl no Ugoku Shiro,['Netflix']
24,Finished Airing,Wit Studio,"Action, Adventure, Drama",R - 17+ (violence & profanity),8.73,44,95,"1,159,845","35,087",Vinland Saga,NA
24,Finished Airing,J.C.Staff,"Drama, Romance",PG-13 - Teens 13 or older,8.10,442,96,"1,151,343","25,794",Sakura-sou no Pet na Kanojo,"['HIDIVE', 'Netflix']"
12,Finished Airing,Manglobe,"Action, Horror, Sci-Fi, Supernatural",R - 17+ (violence & profanity),7.16,3216,97,"1,146,612","6,399",Deadman Wonderland,"['Crunchyroll', 'Funimation']"
26,Finished Airing,J.C.Staff,"Comedy, Romance",PG-13 - Teens 13 or older,8.01,557,98,"1,142,566","21,431",Kaichou wa Maid-sama!,"['Crunchyroll', 'HIDIVE']"
12,Finished Airing,A-1 Pictures,Genre: Comedy,PG-13 - Teens 13 or older,8.65,62,99,"1,137,330","18,493",Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,['Crunchyroll']
22,Finished Airing,Production I.G,"Action, Drama, Sci-Fi",R - 17+ (violence & profanity),7.43,1916,100,"1,135,452","16,672",Guilty Crown,"['Funimation', 'Netflix']"
24,Finished Airing,David Production,"Action, Supernatural",PG-13 - Teens 13 or older,7.70,1119,101,"1,130,953","8,056",Enen no Shouboutai,"['Crunchyroll', 'Funimation']"
26,Finished Airing,Manglobe,"Action, Adventure, Comedy",R - 17+ (violence & profanity),8.50,117,102,"1,124,181","34,077",Samurai Champloo,"['Crunchyroll', 'Funimation']"
1,Finished Airing,Studio Ghibli,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,8.67,55,103,"1,121,702","19,312",Mononoke Hime,['Netflix']
291,Finished Airing,Toei Animation,"Action, Adventure, Comedy, Fantasy",PG-13 - Teens 13 or older,8.15,379,104,"1,116,510","33,827",Dragon Ball Z,['Funimation']
13,Finished Airing,Kyoto Animation,"Fantasy, Slice of Life",PG-13 - Teens 13 or older,7.99,579,105,"1,112,603","16,397",Kobayashi-san Chi no Maid Dragon,"['Crunchyroll', 'Funimation']"
24,Finished Airing,Kyoto Animation,"Drama, Romance, Supernatural",PG-13 - Teens 13 or older,8.94,16,106,"1,098,621","67,148",Clannad: After Story,['Shahid']
24,Finished Airing,A-1 Pictures,"Action, Comedy, Mystery, Supernatural",R - 17+ (violence & profanity),7.68,1164,107,"1,085,759","21,451",Kuroshitsuji,"['Funimation', 'Netflix']"
25,Finished Airing,Production I.G,Genre: Sports,PG-13 - Teens 13 or older,8.07,486,108,"1,085,647","19,996",Kuroko no Basket,"['Crunchyroll', 'Netflix']"
13,Finished Airing,CloverWorks,Genre: Romance,PG-13 - Teens 13 or older,8.21,320,109,"1,083,828","28,516",Horimiya,"['Crunchyroll', 'Funimation']"
20,Finished Airing,Shaft,"Comedy, Romance",PG-13 - Teens 13 or older,7.59,1382,110,"1,076,865","10,510",Nisekoi,"['Crunchyroll', 'Funimation']"
12,Finished Airing,Kyoto Animation,"Fantasy, Slice of Life, Supernatural",PG-13 - Teens 13 or older,7.74,1021,111,"1,071,728","11,439",Kyoukai no Kanata,['HIDIVE']
10,Finished Airing,Production I.G,Genre: Sports,PG-13 - Teens 13 or older,8.79,32,112,"1,064,444","14,713",Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,"['Crunchyroll', 'HIDIVE']"
24,Finished Airing,David Production,"Action, Adventure, Drama, Supernatural",R - 17+ (violence & profanity),8.10,436,113,"1,056,037","19,581",JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"['Crunchyroll', 'Netflix']"
11,Finished Airing,MAPPA,"Mystery, Suspense",R - 17+ (violence & profanity),8.10,447,114,"1,050,012","20,522",Zankyou no Terror,"['Crunchyroll', 'Funimation']"
24,Finished Airing,"Tezuka Productions, MAPPA","Action, Adventure, Supernatural",R - 17+ (violence & profanity),8.24,285,115,"1,046,831","17,622",Dororo,NA
13,Finished Airing,J.C.Staff,"Gourmet, Ecchi",PG-13 - Teens 13 or older,8.11,426,116,"1,042,381","3,027",Shokugeki no Souma: Ni no Sara,"['HIDIVE', 'Netflix']"
12,Finished Airing,"Pierrot, Pierrot Plus","Action, Fantasy, Horror",R - 17+ (violence & profanity),6.38,7149,117,"1,040,202","3,578",Tokyo Ghoul:re,"['Crunchyroll', 'Netflix']"
25,Finished Airing,Satelight,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,7.94,654,118,"1,034,875","9,989",Log Horizon,"['Crunchyroll', 'Funimation']"
26,Finished Airing,Bones,"Comedy, Romance",PG-13 - Teens 13 or older,8.16,370,119,"1,028,138","31,505",Ouran Koukou Host Club,"['Crunchyroll', 'Funimation']"
12,Finished Airing,ufotable,"Action, Fantasy, Supernatural",R - 17+ (violence & profanity),8.56,86,120,"1,023,794","19,608",Fate/Zero 2nd Season,"['Crunchyroll', 'Netflix']"
24,Finished Airing,A-1 Pictures,"Action, Adventure, Fantasy, Supernatural",PG-13 - Teens 13 or older,7.62,1293,121,"1,020,804","3,771",Nanatsu no Taizai: Imashime no Fukkatsu,NA
12,Finished Airing,"Wit Studio, CloverWorks","Action, Comedy",PG-13 - Teens 13 or older,8.78,35,122,"997,499","32,290",Spy x Family,"['Netflix', 'Animax Mongolia']"
24,Finished Airing,LIDENFILMS,"Action, Drama, Supernatural",R - 17+ (violence & profanity),8.09,452,123,"996,459","23,546",Tokyo Revengers,"['Crunchyroll', 'Netflix']"
12,Finished Airing,Lerche,Genre: Drama,PG-13 - Teens 13 or older,7.86,778,124,"996,694","15,133",Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"['Crunchyroll', 'Funimation']"
10,Finished Airing,Science SARU,"Action, Avant Garde, Horror, Supernatural",R+ - Mild Nudity,7.77,934,125,"994,656","21,216",Devilman: Crybaby,['Netflix']
11,Finished Airing,Studio Bind,"Drama, Fantasy, Ecchi",R - 17+ (violence & profanity),8.37,182,126,"993,912","24,287",Mushoku Tensei: Isekai Ittara Honki Dasu,"['Crunchyroll', 'Funimation']"
13,Finished Airing,Brain's Base,"Comedy, Romance",PG-13 - Teens 13 or older,7.49,1712,127,"979,949","5,771",Tonari no Kaibutsu-kun,"['Crunchyroll', 'Netflix']"
11,Finished Airing,ufotable,"Action, Fantasy",R - 17+ (violence & profanity),8.85,23,128,"976,480","21,189",Kimetsu no Yaiba: Yuukaku-hen,"['Crunchyroll', 'Funimation']"
12,Finished Airing,White Fox,"Action, Adventure, Fantasy",R - 17+ (violence & profanity),7.42,1974,129,"969,975","6,403",Goblin Slayer,"['Crunchyroll', 'Funimation']"
12,Finished Airing,ufotable,"Action, Fantasy, Supernatural",R - 17+ (violence & profanity),8.19,348,130,"967,766","15,418",Fate/stay night: Unlimited Blade Works,"['Crunchyroll', 'Funimation']"
39,Finished Airing,David Production,"Action, Adventure, Comedy, Drama, Supernatural",R - 17+ (violence & profanity),8.50,116,131,"967,241","35,623",JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"['Crunchyroll', 'Netflix']"
13,Finished Airing,Kyoto Animation,Genre: Comedy,PG-13 - Teens 13 or older,7.85,795,132,"966,243","22,221",K-On!,"['Crunchyroll', 'HIDIVE']"
26,Finished Airing,Madhouse,"Action, Romance, Sci-Fi, Supernatural",PG-13 - Teens 13 or older,7.43,1921,133,"965,339","10,627",Mahouka Koukou no Rettousei,"['Crunchyroll', 'Funimation']"
24,Finished Airing,David Production,"Action, Adventure, Drama, Supernatural",R - 17+ (violence & profanity),8.44,141,134,"963,520","18,669",JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"['Crunchyroll', 'Netflix']"
201,Finished Airing,Sunrise,"Action, Comedy, Sci-Fi",PG-13 - Teens 13 or older,8.95,14,135,"963,158","55,541",Gintama,"['Crunchyroll', 'Netflix']"
13,Finished Airing,White Fox,"Drama, Fantasy, Suspense",R - 17+ (violence & profanity),8.36,190,136,"960,572","10,934",Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,['Crunchyroll']
25,Finished Airing,A-1 Pictures,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,8.02,539,137,"956,806","8,676",Magi: The Labyrinth of Magic,"['Crunchyroll', 'Funimation']"
13,Finished Airing,feel.,"Comedy, Romance",PG-13 - Teens 13 or older,8.22,312,138,"954,578","15,458",Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"['HIDIVE', 'Shahid']"
120,Finished Airing,"J.C.Staff, Egg Firm","Comedy, Supernatural",PG-13 - Teens 13 or older,8.42,152,139,"951,573","25,627",Saiki Kusuo no Ψ-nan,"['Funimation', 'Netflix']"
25,Finished Airing,Bones,Genre: Action,PG-13 - Teens 13 or older,7.42,1965,140,"951,063","9,841",Boku no Hero Academia 5th Season,"['Crunchyroll', 'Funimation']"
1,Finished Airing,Studio Ghibli,"Adventure, Supernatural",G - All Ages,8.26,273,141,"946,811","7,358",Tonari no Totoro,['Netflix']
12,Finished Airing,AIC PLUS+,"Comedy, Romance, Sci-Fi",R - 17+ (violence & profanity),7.17,3133,142,"937,286","9,145",Date A Live,"['Crunchyroll', 'Funimation']"
12,Finished Airing,MAPPA,"Action, Drama",R - 17+ (violence & profanity),8.81,29,143,"935,044","27,017",Shingeki no Kyojin: The Final Season Part 2,"['Crunchyroll', 'Funimation']"
153,Finished Airing,Toei Animation,"Adventure, Comedy, Fantasy",PG-13 - Teens 13 or older,7.96,618,144,"930,950","13,801",Dragon Ball,"['Crunchyroll', 'Funimation']"
13,Finished Airing,TMS Entertainment,"Drama, Romance, Slice of Life",PG-13 - Teens 13 or older,7.98,588,145,"930,700","9,255",ReLIFE,['Crunchyroll']
24,Finished Airing,J.C.Staff,"Comedy, Drama, Romance",PG-13 - Teens 13 or older,7.75,984,146,"927,419","12,015",Golden Time,['HIDIVE']
24,Finished Airing,A-1 Pictures,"Action, Adventure, Fantasy",R - 17+ (violence & profanity),7.56,1493,147,"922,660","6,754",Sword Art Online: Alicization,['Crunchyroll']
12,Finished Airing,J.C.Staff,"Comedy, Romance, Ecchi",R+ - Mild Nudity,7.62,1298,148,"909,850","6,717",Prison School,"['Crunchyroll', 'Funimation']"
