links
https://myanimelist.net/anime/16498/Shingeki_no_Kyojin
https://myanimelist.net/anime/1535/Death_Note
https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood
https://myanimelist.net/anime/30276/One_Punch_Man
https://myanimelist.net/anime/11757/Sword_Art_Online
https://myanimelist.net/anime/31964/Boku_no_Hero_Academia
https://myanimelist.net/anime/22319/Tokyo_Ghoul
https://myanimelist.net/anime/20/Naruto
https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba
https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011
https://myanimelist.net/anime/32281/Kimi_no_Na_wa
https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2
https://myanimelist.net/anime/9253/Steins_Gate
https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season
https://myanimelist.net/anime/19815/No_Game_No_Life
https://myanimelist.net/anime/1735/Naruto__Shippuuden
https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch
https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3
https://myanimelist.net/anime/28851/Koe_no_Katachi
https://myanimelist.net/anime/4224/Toradora
https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso
https://myanimelist.net/anime/20507/Noragami
https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
https://myanimelist.net/anime/40748/Jujutsu_Kaisen
https://myanimelist.net/anime/21/One_Piece
https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season
https://myanimelist.net/anime/6547/Angel_Beats
https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2
https://myanimelist.net/anime/22199/Akame_ga_Kill
https://myanimelist.net/anime/23755/Nanatsu_no_Taizai
https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
https://myanimelist.net/anime/10620/Mirai_Nikki_TV
https://myanimelist.net/anime/21881/Sword_Art_Online_II
https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu
https://myanimelist.net/anime/32182/Mob_Psycho_100
https://myanimelist.net/anime/9919/Ao_no_Exorcist
https://myanimelist.net/anime/20583/Haikyuu
https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo
https://myanimelist.net/anime/37779/Yakusoku_no_Neverland
https://myanimelist.net/anime/269/Bleach
https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu
https://myanimelist.net/anime/40028/Shingeki_no_Kyojin__The_Final_Season
https://myanimelist.net/anime/1/Cowboy_Bebop
https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
https://myanimelist.net/anime/27899/Tokyo_Ghoul_%E2%88%9AA
https://myanimelist.net/anime/6702/Fairy_Tail
https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2
https://myanimelist.net/anime/30/Neon_Genesis_Evangelion
https://myanimelist.net/anime/28223/Death_Parade
https://myanimelist.net/anime/18679/Kill_la_Kill
https://myanimelist.net/anime/33352/Violet_Evergarden
https://myanimelist.net/anime/11111/Another
https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
https://myanimelist.net/anime/28171/Shokugeki_no_Souma
https://myanimelist.net/anime/38408/Boku_no_Hero_Academia_4th_Season
https://myanimelist.net/anime/3588/Soul_Eater
https://myanimelist.net/anime/13601/Psycho-Pass
https://myanimelist.net/anime/38691/Dr_Stone
https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann
https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season
https://myanimelist.net/anime/35849/Darling_in_the_FranXX
https://myanimelist.net/anime/14719/JoJo_no_Kimyou_na_Bouken_TV
https://myanimelist.net/anime/28999/Charlotte
https://myanimelist.net/anime/15809/Hataraku_Maou-sama
https://myanimelist.net/anime/226/Elfen_Lied
https://myanimelist.net/anime/34572/Black_Clover
https://myanimelist.net/anime/29803/Overlord
https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka
https://myanimelist.net/anime/35790/Tate_no_Yuusha_no_Nariagari
https://myanimelist.net/anime/10087/Fate_Zero
https://myanimelist.net/anime/8074/Highschool_of_the_Dead
https://myanimelist.net/anime/121/Fullmetal_Alchemist
https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
https://myanimelist.net/anime/30503/Noragami_Aragoto
https://myanimelist.net/anime/2167/Clannad
https://myanimelist.net/anime/34933/Kakegurui
https://myanimelist.net/anime/6746/Durarara
https://myanimelist.net/anime/5081/Bakemonogatari
https://myanimelist.net/anime/11617/High_School_DxD
https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru
https://myanimelist.net/anime/37510/Mob_Psycho_100_II
https://myanimelist.net/anime/28891/Haikyuu_Second_Season
https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season
https://myanimelist.net/anime/12189/Hyouka
https://myanimelist.net/anime/14741/Chuunibyou_demo_Koi_ga_Shitai
https://myanimelist.net/anime/40456/Kimetsu_no_Yaiba_Movie__Mugen_Ressha-hen
https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken
https://myanimelist.net/anime/26243/Owari_no_Seraph
https://myanimelist.net/anime/34599/Made_in_Abyss
https://myanimelist.net/anime/31478/Bungou_Stray_Dogs
https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica
https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro
https://myanimelist.net/anime/37521/Vinland_Saga
https://myanimelist.net/anime/13759/Sakura-sou_no_Pet_na_Kanojo
https://myanimelist.net/anime/6880/Deadman_Wonderland
https://myanimelist.net/anime/7054/Kaichou_wa_Maid-sama
https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen
https://myanimelist.net/anime/10793/Guilty_Crown
https://myanimelist.net/anime/38671/Enen_no_Shouboutai
https://myanimelist.net/anime/205/Samurai_Champloo
https://myanimelist.net/anime/164/Mononoke_Hime
https://myanimelist.net/anime/813/Dragon_Ball_Z
https://myanimelist.net/anime/33206/Kobayashi-san_Chi_no_Maid_Dragon
https://myanimelist.net/anime/4181/Clannad__After_Story
https://myanimelist.net/anime/4898/Kuroshitsuji
https://myanimelist.net/anime/11771/Kuroko_no_Basket
https://myanimelist.net/anime/42897/Horimiya
https://myanimelist.net/anime/18897/Nisekoi
https://myanimelist.net/anime/18153/Kyoukai_no_Kanata
https://myanimelist.net/anime/32935/Haikyuu__Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou
https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders
https://myanimelist.net/anime/23283/Zankyou_no_Terror
https://myanimelist.net/anime/37520/Dororo
https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara
https://myanimelist.net/anime/36511/Tokyo_Ghoul_re
https://myanimelist.net/anime/17265/Log_Horizon
https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club
https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season
