id,Title,Score,Days,Mean Score,Watching,Completed,On Hold,Dropped,Plan to Watch,Total Entries,Rewatched,Episodes
0,Fullmetal Alchemist,8.0,15.6,7.44,4.0,72.0,0.0,2.0,10.0,88.0,0.0,1075.0
1,Fullmetal Alchemist,8.0,52.5,7.53,2.0,67.0,2.0,6.0,0.0,77.0,0.0,3282.0
2,Fullmetal Alchemist,8.0,11.6,9.25,4.0,34.0,13.0,8.0,12.0,71.0,0.0,694.0
3,Fullmetal Alchemist,8.0,12.5,7.03,0.0,36.0,7.0,0.0,0.0,43.0,0.0,726.0
4,Fullmetal Alchemist,8.0,84.7,7.13,1.0,195.0,0.0,2.0,3.0,201.0,0.0,5034.0
5,Fullmetal Alchemist,8.0,45.9,9.13,2.0,73.0,2.0,0.0,83.0,160.0,0.0,2753.0
6,Fullmetal Alchemist,8.0,163.3,6.46,22.0,441.0,13.0,61.0,139.0,676.0,0.0,9938.0
7,Fullmetal Alchemist,8.0,68.0,6.17,8.0,70.0,2.0,4.0,4.0,88.0,0.0,4193.0
8,Fullmetal Alchemist,8.0,55.9,7.32,3.0,142.0,0.0,0.0,0.0,145.0,0.0,3374.0
9,Fullmetal Alchemist,8.0,66.9,6.91,1.0,119.0,1.0,20.0,8.0,149.0,0.0,4039.0
10,Fullmetal Alchemist,8.0,39.5,7.1,1.0,204.0,1.0,5.0,42.0,253.0,0.0,2331.0
11,Fullmetal Alchemist,8.0,16.5,7.58,0.0,37.0,0.0,6.0,1.0,44.0,0.0,928.0
12,Fullmetal Alchemist,8.0,57.3,6.93,5.0,120.0,0.0,4.0,4.0,133.0,0.0,3455.0
13,Fullmetal Alchemist,8.0,48.6,7.05,14.0,281.0,0.0,0.0,7.0,302.0,0.0,2862.0
14,Fullmetal Alchemist,8.0,36.5,8.0,3.0,91.0,0.0,0.0,8.0,102.0,0.0,2265.0
15,Fullmetal Alchemist,8.0,64.3,8.14,0.0,97.0,3.0,4.0,81.0,185.0,0.0,3882.0
16,Fullmetal Alchemist,8.0,38.5,8.25,1.0,8.0,0.0,0.0,0.0,9.0,0.0,2334.0
17,Fullmetal Alchemist,8.0,66.2,7.82,7.0,81.0,0.0,0.0,8.0,96.0,0.0,4950.0
18,Fullmetal Alchemist,8.0,13.1,7.28,1.0,43.0,15.0,0.0,128.0,187.0,0.0,827.0
19,Fullmetal Alchemist,8.0,35.9,7.85,4.0,91.0,5.0,1.0,30.0,131.0,0.0,2074.0
20,Fullmetal Alchemist,8.0,26.8,8.39,16.0,64.0,0.0,2.0,27.0,109.0,0.0,1676.0
21,Fullmetal Alchemist,8.0,45.2,8.68,5.0,221.0,1.0,0.0,8.0,235.0,0.0,2607.0
22,Fullmetal Alchemist,8.0,57.7,7.41,4.0,107.0,7.0,0.0,60.0,178.0,0.0,3555.0
23,Fullmetal Alchemist,8.0,28.1,8.43,0.0,65.0,0.0,0.0,0.0,65.0,0.0,1676.0
24,Fullmetal Alchemist,8.0,21.8,8.36,1.0,46.0,1.0,0.0,4.0,52.0,0.0,1294.0
25,Fullmetal Alchemist,8.0,54.3,7.93,4.0,141.0,9.0,3.0,30.0,187.0,0.0,3235.0
26,Fullmetal Alchemist,8.0,177.0,5.71,12.0,639.0,5.0,56.0,65.0,777.0,16.0,11242.0
27,Fullmetal Alchemist,8.0,20.7,7.32,0.0,24.0,0.0,1.0,0.0,25.0,0.0,1219.0
28,Fullmetal Alchemist,8.0,15.2,9.11,2.0,15.0,2.0,0.0,14.0,33.0,0.0,915.0
29,Fullmetal Alchemist,8.0,45.1,8.0,1.0,39.0,0.0,0.0,0.0,40.0,0.0,2731.0
30,Fullmetal Alchemist,8.0,31.2,7.95,6.0,54.0,6.0,0.0,4.0,70.0,0.0,1845.0
0,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,4.5,8.6,1.0,6.0,0.0,0.0,0.0,7.0,0.0,307.0
1,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,43.6,7.81,3.0,52.0,0.0,7.0,1.0,63.0,0.0,2641.0
2,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,53.9,7.12,1.0,142.0,3.0,2.0,8.0,156.0,0.0,3333.0
3,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
4,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,70.4,7.61,3.0,243.0,2.0,3.0,10.0,261.0,29.0,4268.0
5,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,20.1,8.4,60.0,0.0,0.0,0.0,0.0,60.0,0.0,1266.0
6,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,15.6,7.44,4.0,72.0,0.0,2.0,10.0,88.0,0.0,1075.0
7,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,52.1,7.33,1.0,129.0,1.0,17.0,27.0,175.0,28.0,3178.0
8,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,19.6,7.13,3.0,57.0,0.0,0.0,12.0,72.0,0.0,1253.0
9,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,31.7,8.63,2.0,54.0,0.0,0.0,0.0,56.0,0.0,1907.0
10,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,55.9,7.32,3.0,142.0,0.0,0.0,0.0,145.0,0.0,3374.0
11,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,1.8,7.9,0.0,14.0,0.0,1.0,5.0,20.0,0.0,108.0
12,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,89.6,6.56,1.0,225.0,4.0,11.0,19.0,260.0,0.0,5537.0
13,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,25.0,7.03,0.0,104.0,0.0,0.0,0.0,104.0,0.0,1512.0
14,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,57.3,6.93,5.0,120.0,0.0,4.0,4.0,133.0,0.0,3455.0
15,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,68.5,9.0,54.0,205.0,0.0,0.0,17.0,276.0,0.0,4081.0
16,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,68.4,7.79,4.0,111.0,0.0,6.0,20.0,141.0,0.0,4093.0
17,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,57.2,8.8,33.0,171.0,0.0,10.0,119.0,333.0,0.0,3474.0
18,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,5.0,8.2,1.0,13.0,3.0,0.0,1.0,18.0,0.0,298.0
19,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,59.9,7.08,18.0,225.0,20.0,12.0,117.0,392.0,1.0,3503.0
20,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,8.9,8.0,0.0,39.0,2.0,3.0,6.0,50.0,0.0,625.0
21,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,49.9,8.41,0.0,265.0,12.0,10.0,88.0,375.0,0.0,2843.0
22,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,29.5,9.54,9.0,121.0,0.0,1.0,9.0,140.0,0.0,1797.0
23,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,1.0,10.0,1.0,4.0,0.0,0.0,2.0,7.0,0.0,58.0
24,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,28.5,9.2,2.0,69.0,0.0,1.0,2.0,74.0,0.0,1714.0
25,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,18.3,7.9,7.0,49.0,21.0,13.0,5.0,95.0,0.0,1108.0
26,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,51.2,7.6,8.0,134.0,1.0,2.0,3.0,148.0,0.0,3098.0
27,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,24.0,7.1,29.0,99.0,0.0,0.0,0.0,128.0,0.0,1515.0
28,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,37.7,9.4,1.0,132.0,3.0,1.0,10.0,147.0,0.0,2243.0
29,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,74.4,7.53,18.0,118.0,2.0,3.0,31.0,172.0,19.0,4440.0
30,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,28.2,6.9,1.0,169.0,0.0,4.0,14.0,188.0,1.0,1847.0
31,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,48.6,7.17,9.0,136.0,3.0,0.0,2.0,150.0,0.0,2936.0
32,Kono Subarashii Sekai ni Shukufuku wo! 2,8.0,31.3,7.35,1.0,87.0,0.0,10.0,0.0,98.0,0.0,1877.0
0,Noragami Aragoto,8.0,32.3,7.49,0.0,117.0,3.0,9.0,13.0,142.0,0.0,2115.0
1,Noragami Aragoto,8.0,139.8,7.4,1.0,279.0,0.0,0.0,0.0,280.0,0.0,8704.0
2,Noragami Aragoto,8.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
3,Noragami Aragoto,8.0,19.5,7.41,1.0,66.0,0.0,0.0,6.0,73.0,0.0,1123.0
4,Noragami Aragoto,8.0,55.3,7.61,6.0,155.0,0.0,24.0,27.0,212.0,0.0,3222.0
5,Noragami Aragoto,8.0,89.6,6.56,1.0,225.0,4.0,11.0,19.0,260.0,0.0,5537.0
6,Noragami Aragoto,8.0,45.9,7.34,8.0,171.0,4.0,1.0,16.0,200.0,0.0,2898.0
7,Noragami Aragoto,8.0,16.4,6.87,3.0,67.0,7.0,16.0,94.0,187.0,2.0,1036.0
8,Noragami Aragoto,8.0,35.2,7.42,0.0,111.0,4.0,3.0,6.0,124.0,0.0,2061.0
9,Noragami Aragoto,8.0,31.7,8.63,2.0,54.0,0.0,0.0,0.0,56.0,0.0,1907.0
10,Noragami Aragoto,8.0,66.9,6.91,1.0,119.0,1.0,20.0,8.0,149.0,0.0,4039.0
11,Noragami Aragoto,8.0,57.3,6.93,5.0,120.0,0.0,4.0,4.0,133.0,0.0,3455.0
12,Noragami Aragoto,8.0,33.4,8.73,21.0,117.0,4.0,8.0,28.0,178.0,0.0,2163.0
13,Noragami Aragoto,8.0,49.9,7.26,2.0,76.0,0.0,0.0,0.0,78.0,0.0,3090.0
14,Noragami Aragoto,8.0,89.6,8.9,43.0,254.0,0.0,0.0,0.0,297.0,0.0,5322.0
15,Noragami Aragoto,8.0,119.5,7.85,20.0,306.0,3.0,3.0,11.0,343.0,5.0,7136.0
16,Noragami Aragoto,8.0,102.5,8.19,5.0,258.0,0.0,2.0,2.0,267.0,0.0,6187.0
17,Noragami Aragoto,8.0,19.1,6.76,6.0,84.0,0.0,0.0,0.0,90.0,0.0,1100.0
18,Noragami Aragoto,8.0,8.0,8.26,4.0,26.0,0.0,0.0,0.0,30.0,0.0,485.0
19,Noragami Aragoto,8.0,33.8,9.19,4.0,53.0,0.0,0.0,0.0,57.0,0.0,2027.0
20,Noragami Aragoto,8.0,48.6,7.17,9.0,136.0,3.0,0.0,2.0,150.0,0.0,2936.0
21,Noragami Aragoto,8.0,44.1,8.04,8.0,187.0,16.0,31.0,36.0,278.0,9.0,2606.0
22,Noragami Aragoto,8.0,53.1,7.63,4.0,105.0,0.0,2.0,7.0,118.0,0.0,3202.0
23,Noragami Aragoto,8.0,25.3,9.22,21.0,97.0,0.0,0.0,22.0,140.0,0.0,1504.0
24,Noragami Aragoto,8.0,46.5,7.42,2.0,83.0,0.0,2.0,19.0,106.0,0.0,2780.0
25,Noragami Aragoto,8.0,24.4,6.59,0.0,64.0,0.0,0.0,0.0,64.0,0.0,1455.0
26,Noragami Aragoto,8.0,41.8,8.34,4.0,92.0,0.0,0.0,0.0,96.0,3.0,2582.0
27,Noragami Aragoto,8.0,48.4,8.16,0.0,53.0,2.0,2.0,16.0,73.0,0.0,2915.0
28,Noragami Aragoto,8.0,40.6,8.36,4.0,170.0,9.0,4.0,273.0,460.0,0.0,2378.0
29,Noragami Aragoto,8.0,112.8,6.97,11.0,198.0,3.0,2.0,8.0,222.0,0.0,7699.0
30,Noragami Aragoto,8.0,95.6,7.19,3.0,145.0,0.0,3.0,4.0,155.0,0.0,5737.0
31,Noragami Aragoto,8.0,37.9,7.54,1.0,71.0,1.0,6.0,0.0,79.0,0.0,2260.0
0,Clannad,8.0,10.8,8.98,4.0,54.0,6.0,0.0,8.0,72.0,4.0,525.0
1,Clannad,8.0,76.7,7.91,209.0,143.0,11.0,4.0,526.0,893.0,6.0,4640.0
2,Clannad,8.0,20.1,8.4,60.0,0.0,0.0,0.0,0.0,60.0,0.0,1266.0
3,Clannad,8.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
4,Clannad,8.0,62.5,7.15,48.0,273.0,13.0,15.0,268.0,617.0,14.0,3759.0
5,Clannad,8.0,116.8,6.22,6.0,355.0,122.0,62.0,460.0,1005.0,113.0,7073.0
6,Clannad,8.0,138.7,7.65,6.0,264.0,7.0,1.0,106.0,384.0,0.0,8233.0
7,Clannad,8.0,55.9,7.32,3.0,142.0,0.0,0.0,0.0,145.0,0.0,3374.0
8,Clannad,8.0,163.3,6.46,22.0,441.0,13.0,61.0,139.0,676.0,0.0,9938.0
9,Clannad,8.0,108.0,7.1,2.0,394.0,1.0,5.0,12.0,414.0,3.0,6547.0
10,Clannad,8.0,21.4,8.32,6.0,93.0,0.0,0.0,2.0,101.0,0.0,1279.0
11,Clannad,8.0,144.7,7.73,39.0,648.0,1.0,1.0,189.0,878.0,32.0,8741.0
12,Clannad,8.0,40.5,7.93,55.0,118.0,2.0,32.0,7.0,214.0,0.0,2356.0
13,Clannad,8.0,28.6,7.61,10.0,136.0,9.0,5.0,35.0,195.0,0.0,1756.0
14,Clannad,8.0,29.9,6.61,0.0,111.0,0.0,0.0,0.0,111.0,19.0,2023.0
15,Clannad,8.0,66.9,6.91,1.0,119.0,1.0,20.0,8.0,149.0,0.0,4039.0
16,Clannad,8.0,29.0,7.75,5.0,35.0,0.0,0.0,1.0,41.0,0.0,1726.0
17,Clannad,8.0,195.6,8.01,5.0,493.0,2.0,3.0,8.0,511.0,0.0,11795.0
18,Clannad,8.0,42.6,8.09,0.0,102.0,0.0,0.0,0.0,102.0,0.0,2573.0
19,Clannad,8.0,26.6,8.15,15.0,117.0,0.0,2.0,32.0,166.0,0.0,1728.0
20,Clannad,8.0,49.9,6.77,5.0,171.0,0.0,25.0,114.0,315.0,0.0,2975.0
21,Clannad,8.0,28.1,8.43,0.0,65.0,0.0,0.0,0.0,65.0,0.0,1676.0
22,Clannad,8.0,21.8,8.36,1.0,46.0,1.0,0.0,4.0,52.0,0.0,1294.0
23,Clannad,8.0,50.3,7.7,3.0,71.0,4.0,8.0,3.0,89.0,0.0,2987.0
24,Clannad,8.0,47.0,7.96,3.0,183.0,9.0,6.0,91.0,292.0,10.0,2814.0
25,Clannad,8.0,22.0,8.47,26.0,105.0,1.0,6.0,136.0,274.0,0.0,1391.0
0,Kakegurui,5.0,11.5,0.0,75.0,34.0,0.0,0.0,1.0,110.0,0.0,693.0
1,Kakegurui,5.0,2.4,8.78,2.0,7.0,0.0,0.0,15.0,24.0,0.0,135.0
2,Kakegurui,5.0,3.3,8.61,1.0,23.0,0.0,0.0,31.0,55.0,0.0,168.0
3,Kakegurui,5.0,65.1,7.07,3.0,137.0,0.0,0.0,0.0,140.0,0.0,3843.0
4,Kakegurui,5.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
5,Kakegurui,5.0,25.3,6.93,4.0,113.0,1.0,3.0,85.0,206.0,0.0,1492.0
6,Kakegurui,5.0,79.6,7.94,13.0,114.0,0.0,3.0,23.0,153.0,0.0,4777.0
7,Kakegurui,5.0,15.8,6.71,3.0,46.0,0.0,10.0,0.0,59.0,5.0,1034.0
8,Kakegurui,5.0,1.5,7.86,6.0,8.0,0.0,0.0,0.0,14.0,0.0,88.0
9,Kakegurui,5.0,27.1,7.91,0.0,63.0,0.0,3.0,1.0,67.0,0.0,1678.0
10,Kakegurui,5.0,35.2,7.42,0.0,111.0,4.0,3.0,6.0,124.0,0.0,2061.0
11,Kakegurui,5.0,1.9,8.42,2.0,11.0,0.0,0.0,2.0,15.0,0.0,113.0
12,Kakegurui,5.0,33.4,8.22,2.0,68.0,0.0,0.0,0.0,70.0,0.0,2014.0
13,Kakegurui,5.0,42.0,8.04,3.0,97.0,13.0,3.0,15.0,131.0,0.0,2503.0
14,Kakegurui,5.0,24.0,7.1,29.0,99.0,0.0,0.0,0.0,128.0,0.0,1515.0
15,Kakegurui,5.0,44.6,7.34,1.0,175.0,4.0,9.0,11.0,200.0,0.0,2665.0
16,Kakegurui,5.0,16.6,7.53,0.0,60.0,0.0,3.0,1.0,64.0,0.0,982.0
17,Kakegurui,5.0,89.6,6.56,1.0,225.0,4.0,11.0,19.0,260.0,0.0,5537.0
18,Kakegurui,5.0,57.5,8.64,6.0,93.0,4.0,0.0,25.0,128.0,0.0,3371.0
19,Kakegurui,5.0,40.9,7.7,6.0,89.0,32.0,1.0,125.0,253.0,0.0,2457.0
20,Kakegurui,5.0,163.3,6.46,22.0,441.0,13.0,61.0,139.0,676.0,0.0,9938.0
21,Kakegurui,5.0,120.4,8.78,14.0,194.0,0.0,0.0,26.0,234.0,0.0,7167.0
22,Kakegurui,5.0,49.9,7.26,2.0,76.0,0.0,0.0,0.0,78.0,0.0,3090.0
23,Kakegurui,5.0,104.4,6.39,4.0,228.0,13.0,26.0,112.0,383.0,0.0,6068.0
24,Kakegurui,5.0,44.9,6.38,5.0,103.0,0.0,0.0,0.0,108.0,0.0,2670.0
25,Kakegurui,5.0,26.5,6.91,3.0,88.0,6.0,9.0,12.0,118.0,0.0,1661.0
26,Kakegurui,5.0,27.4,8.98,4.0,35.0,9.0,11.0,4.0,63.0,0.0,2596.0
27,Kakegurui,5.0,30.1,5.73,9.0,127.0,0.0,2.0,0.0,138.0,0.0,1842.0
28,Kakegurui,5.0,10.7,7.24,2.0,40.0,3.0,2.0,0.0,47.0,0.0,636.0
29,Kakegurui,5.0,37.7,9.4,1.0,132.0,3.0,1.0,10.0,147.0,0.0,2243.0
30,Kakegurui,5.0,44.6,9.99,1.0,138.0,0.0,0.0,1.0,140.0,0.0,2673.0
31,Kakegurui,5.0,3.0,9.6,1.0,9.0,0.0,0.0,0.0,10.0,0.0,182.0
32,Kakegurui,5.0,12.1,9.93,1.0,46.0,0.0,0.0,13.0,60.0,0.0,736.0
33,Kakegurui,5.0,1.8,8.8,1.0,10.0,0.0,0.0,16.0,27.0,0.0,93.0
34,Kakegurui,5.0,17.4,9.16,17.0,73.0,0.0,0.0,82.0,172.0,0.0,1068.0
35,Kakegurui,5.0,10.6,8.38,3.0,49.0,3.0,0.0,0.0,55.0,0.0,669.0
36,Kakegurui,5.0,19.1,6.76,6.0,84.0,0.0,0.0,0.0,90.0,0.0,1100.0
37,Kakegurui,5.0,11.4,7.05,7.0,84.0,0.0,0.0,37.0,128.0,0.0,717.0
38,Kakegurui,5.0,82.2,8.47,9.0,280.0,0.0,2.0,331.0,622.0,0.0,4800.0
39,Kakegurui,5.0,41.4,7.65,12.0,97.0,0.0,0.0,24.0,133.0,0.0,2762.0
0,Durarara!!,1.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
1,Durarara!!,1.0,70.4,7.61,3.0,243.0,2.0,3.0,10.0,261.0,29.0,4268.0
2,Durarara!!,1.0,164.1,7.09,26.0,289.0,12.0,18.0,2.0,347.0,2.0,9879.0
3,Durarara!!,1.0,104.5,8.4,1.0,291.0,35.0,27.0,10.0,364.0,0.0,6359.0
4,Durarara!!,1.0,35.2,7.42,0.0,111.0,4.0,3.0,6.0,124.0,0.0,2061.0
5,Durarara!!,1.0,16.5,5.7,3.0,32.0,1.0,2.0,25.0,63.0,0.0,971.0
6,Durarara!!,1.0,59.9,7.08,18.0,225.0,20.0,12.0,117.0,392.0,1.0,3503.0
7,Durarara!!,1.0,28.1,7.12,6.0,117.0,1.0,6.0,38.0,168.0,0.0,1605.0
8,Durarara!!,1.0,27.4,8.98,4.0,35.0,9.0,11.0,4.0,63.0,0.0,2596.0
9,Durarara!!,1.0,31.3,7.35,1.0,87.0,0.0,10.0,0.0,98.0,0.0,1877.0
10,Durarara!!,1.0,79.5,8.11,5.0,126.0,21.0,3.0,362.0,517.0,0.0,4699.0
11,Durarara!!,1.0,37.5,7.6,5.0,66.0,1.0,1.0,11.0,84.0,0.0,2243.0
12,Durarara!!,1.0,46.5,7.42,2.0,83.0,0.0,2.0,19.0,106.0,0.0,2780.0
13,Durarara!!,1.0,26.8,8.39,16.0,64.0,0.0,2.0,27.0,109.0,0.0,1676.0
14,Durarara!!,1.0,98.1,7.32,16.0,321.0,0.0,7.0,44.0,388.0,10.0,5879.0
15,Durarara!!,1.0,49.2,7.16,344.0,187.0,80.0,391.0,363.0,1365.0,0.0,3059.0
16,Durarara!!,1.0,50.3,7.7,3.0,71.0,4.0,8.0,3.0,89.0,0.0,2987.0
0,Bakemonogatari,10.0,156.1,6.81,32.0,436.0,0.0,20.0,4.0,492.0,0.0,9461.0
1,Bakemonogatari,10.0,24.0,5.92,2.0,51.0,0.0,1.0,2.0,56.0,0.0,1367.0
2,Bakemonogatari,10.0,16.5,8.11,0.0,19.0,0.0,0.0,0.0,19.0,0.0,1015.0
3,Bakemonogatari,10.0,27.4,8.98,4.0,35.0,9.0,11.0,4.0,63.0,0.0,2596.0
4,Bakemonogatari,10.0,60.2,8.14,3.0,103.0,0.0,0.0,9.0,115.0,0.0,3645.0
5,Bakemonogatari,10.0,54.3,7.93,4.0,141.0,9.0,3.0,30.0,187.0,0.0,3235.0
6,Bakemonogatari,10.0,24.4,6.59,0.0,64.0,0.0,0.0,0.0,64.0,0.0,1455.0
7,Bakemonogatari,10.0,65.7,9.69,3.0,67.0,0.0,0.0,12.0,82.0,0.0,3945.0
8,Bakemonogatari,10.0,40.8,9.61,12.0,131.0,0.0,0.0,2.0,145.0,0.0,2466.0
9,Bakemonogatari,10.0,50.3,7.7,3.0,71.0,4.0,8.0,3.0,89.0,0.0,2987.0
10,Bakemonogatari,10.0,51.2,8.4,53.0,225.0,10.0,10.0,409.0,707.0,10.0,3067.0
11,Bakemonogatari,10.0,276.4,10.0,6.0,542.0,3.0,2.0,40.0,593.0,258.0,16666.0
12,Bakemonogatari,10.0,26.5,8.31,4.0,104.0,0.0,0.0,4.0,112.0,0.0,1710.0
13,Bakemonogatari,10.0,130.1,6.43,6.0,366.0,1.0,0.0,10.0,383.0,0.0,7569.0
14,Bakemonogatari,10.0,6.5,9.19,3.0,30.0,0.0,0.0,6.0,39.0,0.0,476.0
15,Bakemonogatari,10.0,72.9,7.28,4.0,201.0,11.0,23.0,198.0,437.0,0.0,4226.0
16,Bakemonogatari,10.0,112.4,6.67,32.0,319.0,36.0,8.0,68.0,463.0,0.0,6647.0
0,High School DxD,7.0,20.1,8.4,82.0,0.0,0.0,0.0,0.0,82.0,0.0,1266.0
1,High School DxD,7.0,26.1,7.41,4.0,83.0,0.0,2.0,12.0,101.0,0.0,1575.0
2,High School DxD,7.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
3,High School DxD,7.0,75.6,7.77,5.0,87.0,0.0,0.0,0.0,92.0,0.0,4566.0
4,High School DxD,7.0,118.4,6.95,5.0,431.0,0.0,0.0,0.0,436.0,0.0,6916.0
5,High School DxD,7.0,2.0,7.2,12.0,45.0,2.0,0.0,5.0,64.0,0.0,170.0
6,High School DxD,7.0,27.9,8.57,2.0,102.0,7.0,3.0,13.0,127.0,0.0,1591.0
7,High School DxD,7.0,5.9,9.3,0.0,7.0,3.0,0.0,0.0,10.0,0.0,355.0
8,High School DxD,7.0,14.0,7.04,0.0,38.0,7.0,0.0,0.0,45.0,0.0,844.0
9,High School DxD,7.0,19.6,7.13,3.0,57.0,0.0,0.0,12.0,72.0,0.0,1253.0
10,High School DxD,7.0,61.2,9.16,5.0,89.0,0.0,0.0,4.0,98.0,0.0,3640.0
11,High School DxD,7.0,16.5,7.77,1.0,98.0,2.0,0.0,90.0,191.0,0.0,993.0
12,High School DxD,7.0,40.2,9.77,4.0,80.0,0.0,0.0,10.0,94.0,0.0,2430.0
13,High School DxD,7.0,44.6,7.34,1.0,175.0,4.0,9.0,11.0,200.0,0.0,2665.0
14,High School DxD,7.0,55.7,7.98,1.0,43.0,0.0,2.0,0.0,46.0,0.0,3341.0
15,High School DxD,7.0,2.2,7.75,0.0,8.0,0.0,0.0,0.0,8.0,0.0,135.0
16,High School DxD,7.0,163.3,6.46,22.0,441.0,13.0,61.0,139.0,676.0,0.0,9938.0
17,High School DxD,7.0,35.2,7.42,0.0,111.0,4.0,3.0,6.0,124.0,0.0,2061.0
18,High School DxD,7.0,12.4,8.21,19.0,62.0,0.0,0.0,16.0,97.0,0.0,780.0
19,High School DxD,7.0,42.6,8.3,6.0,51.0,0.0,0.0,23.0,80.0,0.0,2545.0
20,High School DxD,7.0,59.9,7.08,18.0,225.0,20.0,12.0,117.0,392.0,1.0,3503.0
21,High School DxD,7.0,57.3,6.93,5.0,120.0,0.0,4.0,4.0,133.0,0.0,3455.0
22,High School DxD,7.0,33.8,9.19,4.0,53.0,0.0,0.0,0.0,57.0,0.0,2027.0
23,High School DxD,7.0,54.3,7.93,4.0,141.0,9.0,3.0,30.0,187.0,0.0,3235.0
24,High School DxD,7.0,56.1,8.34,0.0,183.0,3.0,0.0,7.0,193.0,0.0,3328.0
25,High School DxD,7.0,37.7,9.4,1.0,132.0,3.0,1.0,10.0,147.0,0.0,2243.0
26,High School DxD,7.0,54.3,7.45,4.0,118.0,0.0,0.0,44.0,166.0,0.0,3220.0
27,High School DxD,7.0,54.3,7.53,22.0,220.0,0.0,2.0,17.0,261.0,0.0,3263.0
28,High School DxD,7.0,25.8,6.47,7.0,52.0,0.0,3.0,2.0,64.0,0.0,1542.0
29,High School DxD,7.0,10.7,7.24,2.0,40.0,3.0,2.0,0.0,47.0,0.0,636.0
30,High School DxD,7.0,43.8,9.31,6.0,63.0,0.0,0.0,1.0,70.0,0.0,2592.0
31,High School DxD,7.0,29.5,9.54,9.0,121.0,0.0,1.0,9.0,140.0,0.0,1797.0
32,High School DxD,7.0,66.9,6.91,1.0,119.0,1.0,20.0,8.0,149.0,0.0,4039.0
33,High School DxD,7.0,41.4,7.65,12.0,97.0,0.0,0.0,24.0,133.0,0.0,2762.0
34,High School DxD,7.0,132.5,7.15,7.0,148.0,4.0,4.0,0.0,163.0,21.0,8009.0
35,High School DxD,7.0,26.5,8.82,3.0,24.0,1.0,0.0,0.0,28.0,0.0,1616.0
36,High School DxD,7.0,42.6,8.09,0.0,102.0,0.0,0.0,0.0,102.0,0.0,2573.0
37,High School DxD,7.0,11.1,7.77,1.0,46.0,3.0,1.0,71.0,122.0,0.0,660.0
38,High School DxD,7.0,24.4,6.59,0.0,64.0,0.0,0.0,0.0,64.0,0.0,1455.0
39,High School DxD,7.0,42.7,7.26,6.0,188.0,0.0,2.0,242.0,438.0,3.0,2546.0
0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,7.0,147.4,7.07,3.0,574.0,0.0,47.0,170.0,794.0,0.0,9171.0
1,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,7.0,143.6,7.57,60.0,351.0,1.0,4.0,35.0,451.0,0.0,8665.0
2,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,7.0,22.6,7.3,6.0,122.0,0.0,1.0,1.0,130.0,0.0,1405.0
3,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,7.0,75.6,7.77,5.0,87.0,0.0,0.0,0.0,92.0,0.0,4566.0
4,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,7.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
