id,Title,Score,Days,Mean Score,Watching,Completed,On Hold,Dropped,Plan to Watch,Total Entries,Rewatched,Episodes
0,Shingeki no Kyojin,8.0,88.8,8.89,43.0,252.0,0.0,0.0,0.0,295.0,0.0,5274.0
1,Shingeki no Kyojin,8.0,13.9,8.8,0.0,45.0,0.0,0.0,6.0,51.0,0.0,810.0
2,Shingeki no Kyojin,8.0,5.2,8.22,5.0,21.0,8.0,1.0,32.0,67.0,0.0,287.0
3,Shingeki no Kyojin,8.0,0.0,9.23,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
4,Shingeki no Kyojin,8.0,8.0,8.26,4.0,26.0,0.0,0.0,0.0,30.0,0.0,485.0
5,Shingeki no Kyojin,8.0,32.5,6.81,0.0,112.0,0.0,0.0,0.0,112.0,0.0,1949.0
6,Shingeki no Kyojin,8.0,211.6,6.3,8.0,412.0,0.0,4.0,67.0,491.0,458.0,12666.0
7,Shingeki no Kyojin,8.0,13.1,8.89,0.0,9.0,0.0,0.0,0.0,9.0,0.0,806.0
8,Shingeki no Kyojin,8.0,56.9,7.29,6.0,123.0,9.0,0.0,35.0,173.0,0.0,3401.0
9,Shingeki no Kyojin,8.0,40.6,7.86,2.0,24.0,3.0,2.0,4.0,35.0,0.0,2452.0
10,Shingeki no Kyojin,8.0,12.1,9.93,1.0,46.0,0.0,0.0,13.0,60.0,0.0,736.0
11,Shingeki no Kyojin,8.0,8.6,7.6,5.0,41.0,0.0,1.0,19.0,66.0,0.0,474.0
12,Shingeki no Kyojin,8.0,9.1,6.76,1.0,16.0,1.0,3.0,9.0,30.0,0.0,529.0
13,Shingeki no Kyojin,8.0,37.7,9.4,1.0,132.0,3.0,1.0,10.0,147.0,0.0,2243.0
14,Shingeki no Kyojin,8.0,7.1,8.33,0.0,19.0,3.0,2.0,17.0,41.0,0.0,484.0
15,Shingeki no Kyojin,8.0,50.7,7.35,2.0,88.0,0.0,0.0,17.0,107.0,0.0,2997.0
16,Shingeki no Kyojin,8.0,12.2,8.75,0.0,4.0,0.0,0.0,0.0,4.0,0.0,757.0
17,Shingeki no Kyojin,8.0,132.5,7.15,7.0,148.0,4.0,4.0,0.0,163.0,21.0,8009.0
18,Shingeki no Kyojin,8.0,53.1,7.63,4.0,105.0,0.0,2.0,7.0,118.0,0.0,3202.0
19,Shingeki no Kyojin,8.0,44.1,8.04,8.0,187.0,16.0,31.0,36.0,278.0,9.0,2606.0
20,Shingeki no Kyojin,8.0,12.5,7.26,1.0,40.0,13.0,0.0,120.0,174.0,0.0,802.0
21,Shingeki no Kyojin,8.0,29.5,9.54,9.0,121.0,0.0,1.0,9.0,140.0,0.0,1797.0
22,Shingeki no Kyojin,8.0,0.4,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0
23,Shingeki no Kyojin,8.0,4.8,8.87,2.0,13.0,0.0,0.0,2.0,17.0,0.0,283.0
24,Shingeki no Kyojin,8.0,6.8,7.47,2.0,13.0,1.0,3.0,0.0,19.0,0.0,415.0
25,Shingeki no Kyojin,8.0,58.6,6.22,1.0,45.0,2.0,2.0,0.0,50.0,0.0,3531.0
26,Shingeki no Kyojin,8.0,4.8,8.38,1.0,13.0,0.0,0.0,4.0,18.0,0.0,282.0
27,Shingeki no Kyojin,8.0,66.2,7.82,7.0,81.0,0.0,0.0,8.0,96.0,0.0,4950.0
28,Shingeki no Kyojin,8.0,1.2,8.5,3.0,3.0,0.0,0.0,0.0,6.0,0.0,74.0
29,Shingeki no Kyojin,8.0,37.2,9.97,13.0,96.0,0.0,0.0,58.0,167.0,0.0,2361.0
30,Shingeki no Kyojin,8.0,29.8,9.77,2.0,94.0,18.0,0.0,41.0,155.0,0.0,1770.0
31,Shingeki no Kyojin,8.0,80.3,7.62,16.0,265.0,52.0,29.0,152.0,514.0,0.0,5034.0
0,Death Note,10.0,6.0,7.71,6.0,23.0,2.0,0.0,53.0,84.0,0.0,377.0
1,Death Note,10.0,17.8,8.0,0.0,50.0,0.0,3.0,0.0,53.0,0.0,1322.0
2,Death Note,10.0,0.3,9.75,3.0,6.0,0.0,0.0,0.0,9.0,0.0,26.0
3,Death Note,10.0,31.4,8.33,3.0,65.0,3.0,0.0,13.0,84.0,0.0,1942.0
4,Death Note,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5,Death Note,10.0,99.8,7.74,14.0,512.0,4.0,6.0,70.0,606.0,0.0,6276.0
6,Death Note,10.0,40.7,8.28,5.0,33.0,0.0,0.0,0.0,38.0,0.0,3063.0
7,Death Note,10.0,160.1,8.0,4.0,384.0,3.0,1.0,34.0,426.0,51.0,9489.0
8,Death Note,10.0,9.0,9.63,1.0,14.0,0.0,1.0,1.0,17.0,0.0,525.0
9,Death Note,10.0,13.5,8.44,0.0,19.0,0.0,0.0,0.0,19.0,0.0,873.0
10,Death Note,10.0,138.1,7.55,19.0,415.0,0.0,11.0,19.0,464.0,0.0,8327.0
11,Death Note,10.0,18.7,8.68,0.0,21.0,0.0,0.0,0.0,21.0,0.0,1178.0
12,Death Note,10.0,0.6,8.73,15.0,0.0,0.0,0.0,0.0,15.0,0.0,37.0
13,Death Note,10.0,4.1,8.75,2.0,18.0,1.0,0.0,3.0,24.0,0.0,251.0
14,Death Note,10.0,45.0,7.17,2.0,58.0,0.0,0.0,0.0,60.0,0.0,2793.0
15,Death Note,10.0,32.3,9.19,4.0,53.0,0.0,0.0,0.0,57.0,0.0,2027.0
16,Death Note,10.0,12.1,5.44,2.0,27.0,1.0,2.0,6.0,38.0,0.0,910.0
17,Death Note,10.0,17.1,5.92,9.0,97.0,0.0,1.0,0.0,107.0,0.0,1153.0
18,Death Note,10.0,17.5,7.19,8.0,41.0,0.0,1.0,1.0,51.0,0.0,1045.0
19,Death Note,10.0,7.0,8.7,1.0,20.0,0.0,0.0,0.0,21.0,0.0,421.0
20,Death Note,10.0,44.2,7.49,3.0,68.0,0.0,2.0,0.0,73.0,0.0,2659.0
21,Death Note,10.0,117.2,8.44,6.0,83.0,0.0,0.0,0.0,89.0,53.0,6995.0
22,Death Note,10.0,90.1,8.98,2.0,101.0,3.0,7.0,17.0,130.0,11.0,5525.0
23,Death Note,10.0,1.9,9.14,4.0,3.0,0.0,0.0,4.0,11.0,0.0,108.0
24,Death Note,10.0,9.1,6.76,1.0,16.0,1.0,3.0,9.0,30.0,0.0,529.0
25,Death Note,10.0,17.5,8.03,0.0,31.0,0.0,2.0,0.0,33.0,0.0,1037.0
26,Death Note,10.0,49.9,6.77,5.0,171.0,0.0,25.0,114.0,315.0,0.0,2975.0
27,Death Note,10.0,44.8,8.79,2.0,78.0,0.0,0.0,1.0,81.0,0.0,2706.0
28,Death Note,10.0,24.5,8.59,10.0,40.0,0.0,0.0,11.0,61.0,0.0,1562.0
29,Death Note,10.0,10.4,8.8,0.0,5.0,0.0,0.0,0.0,5.0,0.0,647.0
30,Death Note,10.0,12.1,9.93,1.0,46.0,0.0,0.0,13.0,60.0,0.0,736.0
31,Death Note,10.0,22.0,7.33,0.0,59.0,0.0,1.0,0.0,60.0,0.0,1320.0
32,Death Note,10.0,124.7,6.49,12.0,291.0,11.0,15.0,239.0,568.0,76.0,7479.0
33,Death Note,10.0,32.3,8.12,1.0,54.0,0.0,0.0,1.0,56.0,0.0,1890.0
34,Death Note,10.0,11.5,7.89,3.0,31.0,2.0,2.0,3.0,41.0,0.0,696.0
35,Death Note,10.0,36.2,8.31,2.0,50.0,0.0,1.0,20.0,73.0,38.0,2343.0
36,Death Note,10.0,45.7,9.15,8.0,96.0,0.0,3.0,42.0,149.0,0.0,2696.0
37,Death Note,10.0,2.8,7.13,1.0,7.0,0.0,0.0,0.0,8.0,0.0,169.0
38,Death Note,10.0,29.7,8.54,7.0,106.0,0.0,0.0,0.0,113.0,0.0,1857.0
39,Death Note,10.0,77.9,8.59,2.0,121.0,0.0,7.0,67.0,197.0,0.0,4844.0
40,Death Note,10.0,50.7,7.35,2.0,88.0,0.0,0.0,17.0,107.0,0.0,2997.0
0,Fullmetal Alchemist: Brotherhood,10.0,16.1,8.3,1.0,36.0,0.0,0.0,5.0,42.0,0.0,1746.0
1,Fullmetal Alchemist: Brotherhood,10.0,46.4,7.47,2.0,113.0,2.0,0.0,2.0,119.0,0.0,2781.0
2,Fullmetal Alchemist: Brotherhood,10.0,18.7,8.68,0.0,21.0,0.0,0.0,0.0,21.0,0.0,1178.0
3,Fullmetal Alchemist: Brotherhood,10.0,2.0,7.2,2.0,10.0,0.0,0.0,5.0,17.0,0.0,118.0
4,Fullmetal Alchemist: Brotherhood,10.0,50.0,8.09,2.0,133.0,12.0,5.0,24.0,176.0,0.0,2883.0
5,Fullmetal Alchemist: Brotherhood,10.0,60.3,6.84,1.0,99.0,1.0,18.0,8.0,127.0,0.0,3791.0
6,Fullmetal Alchemist: Brotherhood,10.0,10.2,10.0,1.0,5.0,2.0,0.0,10.0,18.0,0.0,625.0
7,Fullmetal Alchemist: Brotherhood,10.0,43.3,8.26,2.0,57.0,2.0,0.0,3.0,64.0,0.0,2578.0
8,Fullmetal Alchemist: Brotherhood,10.0,14.9,8.13,3.0,45.0,2.0,22.0,1.0,73.0,0.0,1034.0
9,Fullmetal Alchemist: Brotherhood,10.0,40.7,8.28,5.0,33.0,0.0,0.0,0.0,38.0,0.0,3063.0
10,Fullmetal Alchemist: Brotherhood,10.0,12.7,7.96,0.0,24.0,0.0,2.0,0.0,26.0,0.0,735.0
11,Fullmetal Alchemist: Brotherhood,10.0,67.6,7.74,7.0,259.0,28.0,6.0,108.0,408.0,0.0,4112.0
12,Fullmetal Alchemist: Brotherhood,10.0,12.1,5.44,2.0,27.0,1.0,2.0,6.0,38.0,0.0,910.0
13,Fullmetal Alchemist: Brotherhood,10.0,1.1,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,64.0
14,Fullmetal Alchemist: Brotherhood,10.0,9.8,10.0,16.0,34.0,56.0,0.0,0.0,106.0,0.0,631.0
15,Fullmetal Alchemist: Brotherhood,10.0,120.4,7.24,12.0,286.0,2.0,1.0,37.0,338.0,32.0,7172.0
16,Fullmetal Alchemist: Brotherhood,10.0,59.9,7.07,18.0,224.0,20.0,12.0,117.0,391.0,1.0,3502.0
17,Fullmetal Alchemist: Brotherhood,10.0,102.6,8.8,2.0,289.0,1.0,2.0,115.0,409.0,2.0,6155.0
18,Fullmetal Alchemist: Brotherhood,10.0,44.2,7.49,3.0,68.0,0.0,2.0,0.0,73.0,0.0,2659.0
19,Fullmetal Alchemist: Brotherhood,10.0,21.5,6.93,4.0,50.0,3.0,2.0,1.0,60.0,0.0,1262.0
20,Fullmetal Alchemist: Brotherhood,10.0,8.4,6.5,1.0,15.0,0.0,0.0,10.0,26.0,0.0,501.0
21,Fullmetal Alchemist: Brotherhood,10.0,1.1,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,64.0
22,Fullmetal Alchemist: Brotherhood,10.0,1.1,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,64.0
23,Fullmetal Alchemist: Brotherhood,10.0,20.2,7.35,0.0,83.0,0.0,9.0,0.0,92.0,0.0,1235.0
24,Fullmetal Alchemist: Brotherhood,10.0,32.3,8.12,1.0,54.0,0.0,0.0,1.0,56.0,0.0,1890.0
25,Fullmetal Alchemist: Brotherhood,10.0,84.8,7.59,4.0,173.0,2.0,43.0,51.0,273.0,16.0,5159.0
26,Fullmetal Alchemist: Brotherhood,10.0,32.5,6.81,0.0,112.0,0.0,0.0,0.0,112.0,0.0,1949.0
27,Fullmetal Alchemist: Brotherhood,10.0,25.1,8.07,0.0,15.0,0.0,0.0,0.0,15.0,0.0,1505.0
28,Fullmetal Alchemist: Brotherhood,10.0,38.5,8.25,1.0,8.0,0.0,0.0,0.0,9.0,0.0,2334.0
29,Fullmetal Alchemist: Brotherhood,10.0,17.0,8.33,1.0,23.0,0.0,0.0,40.0,64.0,0.0,1035.0
30,Fullmetal Alchemist: Brotherhood,10.0,36.2,8.31,2.0,50.0,0.0,1.0,20.0,73.0,38.0,2343.0
31,Fullmetal Alchemist: Brotherhood,10.0,6.7,8.81,0.0,43.0,1.0,0.0,24.0,68.0,0.0,312.0
32,Fullmetal Alchemist: Brotherhood,10.0,5.8,7.61,2.0,17.0,0.0,0.0,0.0,19.0,0.0,391.0
0,One Punch Man,10.0,31.8,9.09,6.0,34.0,0.0,0.0,0.0,40.0,0.0,1950.0
1,One Punch Man,10.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0
2,One Punch Man,10.0,29.4,7.97,2.0,29.0,0.0,0.0,1.0,32.0,0.0,1785.0
3,One Punch Man,10.0,12.7,7.96,0.0,24.0,0.0,2.0,0.0,26.0,0.0,735.0
4,One Punch Man,10.0,16.5,8.05,0.0,19.0,0.0,0.0,0.0,19.0,0.0,1015.0
5,One Punch Man,10.0,26.5,6.91,3.0,88.0,6.0,9.0,12.0,118.0,0.0,1661.0
6,One Punch Man,10.0,77.9,8.59,2.0,121.0,0.0,7.0,67.0,197.0,0.0,4844.0
7,One Punch Man,10.0,25.0,8.14,5.0,99.0,0.0,0.0,5.0,109.0,0.0,1564.0
8,One Punch Man,10.0,60.3,6.84,1.0,99.0,1.0,18.0,8.0,127.0,0.0,3791.0
9,One Punch Man,10.0,12.1,5.44,2.0,27.0,1.0,2.0,6.0,38.0,0.0,910.0
10,One Punch Man,10.0,45.0,7.17,2.0,58.0,0.0,0.0,0.0,60.0,0.0,2793.0
11,One Punch Man,10.0,45.4,7.28,10.0,136.0,0.0,1.0,5.0,152.0,0.0,2728.0
12,One Punch Man,10.0,37.7,9.4,1.0,132.0,3.0,1.0,10.0,147.0,0.0,2243.0
13,One Punch Man,10.0,43.4,7.65,1.0,26.0,0.0,1.0,1.0,29.0,0.0,3311.0
14,One Punch Man,10.0,32.3,9.19,4.0,53.0,0.0,0.0,0.0,57.0,0.0,2027.0
15,One Punch Man,10.0,29.5,9.54,9.0,121.0,0.0,1.0,9.0,140.0,0.0,1797.0
16,One Punch Man,10.0,74.3,7.13,4.0,302.0,3.0,12.0,20.0,341.0,0.0,4478.0
17,One Punch Man,10.0,36.3,6.29,22.0,64.0,1.0,2.0,5.0,94.0,0.0,2188.0
18,One Punch Man,10.0,8.0,8.26,4.0,26.0,0.0,0.0,0.0,30.0,0.0,485.0
19,One Punch Man,10.0,32.5,6.81,0.0,112.0,0.0,0.0,0.0,112.0,0.0,1949.0
20,One Punch Man,10.0,24.5,8.59,10.0,40.0,0.0,0.0,11.0,61.0,0.0,1562.0
21,One Punch Man,10.0,46.8,8.65,2.0,78.0,0.0,0.0,1.0,81.0,0.0,2920.0
22,One Punch Man,10.0,5.2,8.22,5.0,21.0,8.0,1.0,32.0,67.0,0.0,287.0
23,One Punch Man,10.0,50.7,7.35,2.0,88.0,0.0,0.0,17.0,107.0,0.0,2997.0
24,One Punch Man,10.0,119.5,7.85,20.0,306.0,3.0,3.0,11.0,343.0,5.0,7136.0
25,One Punch Man,10.0,16.5,7.06,10.0,83.0,0.0,0.0,0.0,93.0,0.0,1114.0
26,One Punch Man,10.0,66.2,7.82,7.0,81.0,0.0,0.0,8.0,96.0,0.0,4950.0
27,One Punch Man,10.0,12.5,7.26,1.0,40.0,13.0,0.0,120.0,174.0,0.0,802.0
28,One Punch Man,10.0,44.1,8.04,8.0,187.0,16.0,31.0,36.0,278.0,9.0,2606.0
29,One Punch Man,10.0,29.5,8.48,6.0,18.0,0.0,1.0,1.0,26.0,0.0,1763.0
30,One Punch Man,10.0,53.1,7.63,4.0,105.0,0.0,2.0,7.0,118.0,0.0,3202.0
31,One Punch Man,10.0,6.8,6.92,3.0,34.0,0.0,0.0,1.0,38.0,0.0,384.0
32,One Punch Man,10.0,4.8,8.87,2.0,13.0,0.0,0.0,2.0,17.0,0.0,283.0
33,One Punch Man,10.0,43.3,7.71,0.0,166.0,1.0,2.0,9.0,178.0,0.0,2572.0
34,One Punch Man,10.0,0.6,10.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,36.0
35,One Punch Man,10.0,22.5,8.54,3.0,21.0,0.0,0.0,0.0,24.0,0.0,1401.0
36,One Punch Man,10.0,0.7,9.33,1.0,3.0,0.0,0.0,3.0,7.0,0.0,38.0
37,One Punch Man,10.0,26.5,8.82,3.0,24.0,1.0,0.0,0.0,28.0,0.0,1616.0
38,One Punch Man,10.0,23.9,7.44,3.0,39.0,0.0,2.0,15.0,59.0,0.0,1441.0
39,One Punch Man,10.0,42.7,7.26,6.0,188.0,0.0,2.0,242.0,438.0,3.0,2546.0
40,One Punch Man,10.0,42.6,8.09,0.0,102.0,0.0,0.0,0.0,102.0,0.0,2573.0
41,One Punch Man,10.0,10.5,8.48,7.0,26.0,0.0,0.0,12.0,45.0,0.0,621.0
0,Sword Art Online,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0
1,Sword Art Online,6.0,36.3,6.29,22.0,64.0,1.0,2.0,5.0,94.0,0.0,2188.0
2,Sword Art Online,6.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0
3,Sword Art Online,6.0,23.9,5.85,9.0,97.0,0.0,1.0,0.0,107.0,0.0,1545.0
4,Sword Art Online,6.0,33.8,9.19,4.0,53.0,0.0,0.0,0.0,57.0,0.0,2027.0
5,Sword Art Online,6.0,12.8,8.33,4.0,29.0,1.0,3.0,52.0,89.0,0.0,770.0
6,Sword Art Online,6.0,7.7,7.07,0.0,10.0,2.0,0.0,1.0,13.0,0.0,507.0
7,Sword Art Online,6.0,36.5,10.0,4.0,74.0,0.0,1.0,4.0,83.0,0.0,2158.0
8,Sword Art Online,6.0,55.6,6.54,3.0,33.0,0.0,2.0,3.0,41.0,0.0,3592.0
9,Sword Art Online,6.0,228.5,8.47,24.0,1163.0,0.0,1.0,26.0,1214.0,0.0,14350.0
10,Sword Art Online,6.0,45.0,7.17,2.0,58.0,0.0,0.0,0.0,60.0,0.0,2793.0
11,Sword Art Online,6.0,18.8,7.09,10.0,83.0,0.0,0.0,0.0,93.0,0.0,1277.0
12,Sword Art Online,6.0,29.5,9.54,9.0,121.0,0.0,1.0,9.0,140.0,0.0,1797.0
13,Sword Art Online,6.0,7.2,8.9,3.0,1.0,17.0,0.0,24.0,45.0,0.0,457.0
14,Sword Art Online,6.0,24.5,8.59,10.0,40.0,0.0,0.0,11.0,61.0,0.0,1562.0
15,Sword Art Online,6.0,44.2,7.49,3.0,68.0,0.0,2.0,0.0,73.0,0.0,2659.0
16,Sword Art Online,6.0,117.2,8.62,6.0,83.0,0.0,0.0,0.0,89.0,53.0,6995.0
17,Sword Art Online,6.0,5.2,8.22,5.0,21.0,8.0,1.0,32.0,67.0,0.0,287.0
18,Sword Art Online,6.0,21.7,8.77,7.0,75.0,2.0,4.0,46.0,134.0,0.0,1288.0
19,Sword Art Online,6.0,12.1,9.93,1.0,46.0,0.0,0.0,13.0,60.0,0.0,736.0
20,Sword Art Online,6.0,32.5,6.81,0.0,112.0,0.0,0.0,0.0,112.0,0.0,1949.0
21,Sword Art Online,6.0,14.4,8.54,2.0,47.0,1.0,0.0,4.0,54.0,0.0,868.0
22,Sword Art Online,6.0,8.7,7.67,0.0,12.0,0.0,0.0,0.0,12.0,0.0,524.0
23,Sword Art Online,6.0,16.1,6.87,0.0,76.0,0.0,0.0,0.0,76.0,0.0,947.0
24,Sword Art Online,6.0,41.2,7.52,12.0,94.0,0.0,0.0,21.0,127.0,0.0,2812.0
25,Sword Art Online,6.0,0.0,7.67,1.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0
26,Sword Art Online,6.0,60.3,6.84,1.0,99.0,1.0,18.0,8.0,127.0,0.0,3791.0
27,Sword Art Online,6.0,56.6,7.5,6.0,128.0,3.0,6.0,41.0,184.0,9.0,3350.0
28,Sword Art Online,6.0,58.6,6.22,1.0,45.0,2.0,2.0,0.0,50.0,0.0,3531.0
29,Sword Art Online,6.0,44.1,8.04,8.0,187.0,16.0,31.0,36.0,278.0,9.0,2606.0
30,Sword Art Online,6.0,26.6,8.15,15.0,117.0,0.0,2.0,32.0,166.0,0.0,1728.0
31,Sword Art Online,6.0,19.2,8.65,8.0,30.0,0.0,0.0,0.0,38.0,0.0,1145.0
32,Sword Art Online,6.0,132.5,7.15,7.0,148.0,4.0,4.0,0.0,163.0,21.0,8009.0
33,Sword Art Online,6.0,7.1,8.33,0.0,19.0,3.0,2.0,17.0,41.0,0.0,484.0
34,Sword Art Online,6.0,22.5,7.19,0.0,72.0,0.0,2.0,28.0,102.0,0.0,1293.0
35,Sword Art Online,6.0,0.4,10.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,24.0
36,Sword Art Online,6.0,22.5,8.54,3.0,21.0,0.0,0.0,0.0,24.0,0.0,1401.0
37,Sword Art Online,6.0,27.8,8.91,0.0,65.0,0.0,0.0,0.0,65.0,0.0,1660.0
38,Sword Art Online,6.0,58.5,5.5,84.0,204.0,0.0,3.0,14.0,305.0,6.0,3691.0
39,Sword Art Online,6.0,42.7,7.26,6.0,188.0,0.0,2.0,242.0,438.0,3.0,2546.0
40,Sword Art Online,6.0,40.0,8.05,3.0,80.0,5.0,0.0,16.0,104.0,0.0,2395.0
41,Sword Art Online,6.0,42.6,8.09,0.0,102.0,0.0,0.0,0.0,102.0,0.0,2573.0
42,Sword Art Online,6.0,172.2,7.48,106.0,612.0,1.0,0.0,56.0,775.0,0.0,10335.0
43,Sword Art Online,6.0,54.1,7.94,4.0,140.0,9.0,3.0,30.0,186.0,0.0,3223.0
0,Boku no Hero Academia,7.0,20.4,8.32,2.0,24.0,0.0,0.0,0.0,26.0,0.0,1254.0
1,Boku no Hero Academia,7.0,0.6,8.86,0.0,4.0,0.0,0.0,0.0,4.0,0.0,101.0
2,Boku no Hero Academia,7.0,41.9,8.08,9.0,159.0,21.0,14.0,168.0,371.0,18.0,2650.0
3,Boku no Hero Academia,7.0,43.4,7.65,1.0,32.0,0.0,1.0,1.0,35.0,0.0,3311.0
4,Boku no Hero Academia,7.0,46.8,8.65,3.0,90.0,0.0,0.0,2.0,95.0,0.0,2920.0
5,Boku no Hero Academia,7.0,117.4,8.81,1.0,173.0,75.0,18.0,263.0,530.0,80.0,6844.0
6,Boku no Hero Academia,7.0,60.3,6.84,1.0,113.0,1.0,20.0,8.0,143.0,0.0,3791.0
7,Boku no Hero Academia,7.0,6.0,7.25,8.0,12.0,0.0,1.0,2.0,23.0,0.0,348.0
8,Boku no Hero Academia,7.0,12.1,5.44,3.0,30.0,1.0,2.0,14.0,50.0,0.0,910.0
9,Boku no Hero Academia,7.0,55.6,6.54,3.0,43.0,0.0,3.0,4.0,53.0,0.0,3592.0
10,Boku no Hero Academia,7.0,45.0,7.17,2.0,64.0,0.0,0.0,0.0,66.0,0.0,2793.0
11,Boku no Hero Academia,7.0,57.2,8.8,33.0,171.0,0.0,10.0,119.0,333.0,0.0,3474.0
12,Boku no Hero Academia,7.0,44.7,6.37,5.0,103.0,0.0,0.0,0.0,108.0,0.0,2670.0
13,Boku no Hero Academia,7.0,59.9,7.07,18.0,224.0,20.0,12.0,117.0,391.0,1.0,3502.0
14,Boku no Hero Academia,7.0,33.8,9.19,4.0,53.0,0.0,0.0,0.0,57.0,0.0,2027.0
15,Boku no Hero Academia,7.0,37.7,9.4,1.0,132.0,3.0,1.0,10.0,147.0,0.0,2243.0
16,Boku no Hero Academia,7.0,17.5,8.03,0.0,31.0,0.0,2.0,0.0,33.0,0.0,1037.0
17,Boku no Hero Academia,7.0,2.6,10.0,2.0,11.0,0.0,0.0,0.0,13.0,0.0,149.0
18,Boku no Hero Academia,7.0,88.8,8.89,43.0,252.0,0.0,0.0,0.0,295.0,0.0,5274.0
19,Boku no Hero Academia,7.0,3.0,9.6,1.0,9.0,0.0,0.0,0.0,10.0,0.0,182.0
20,Boku no Hero Academia,7.0,46.2,7.74,4.0,49.0,0.0,1.0,0.0,54.0,0.0,2856.0
21,Boku no Hero Academia,7.0,117.2,8.62,6.0,83.0,0.0,0.0,0.0,89.0,53.0,6995.0
22,Boku no Hero Academia,7.0,0.0,9.23,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
23,Boku no Hero Academia,7.0,18.7,8.81,23.0,64.0,15.0,1.0,84.0,187.0,0.0,1110.0
24,Boku no Hero Academia,7.0,24.5,8.59,10.0,40.0,0.0,0.0,11.0,61.0,0.0,1562.0
25,Boku no Hero Academia,7.0,29.2,8.15,1.0,57.0,0.0,3.0,14.0,75.0,0.0,1732.0
26,Boku no Hero Academia,7.0,44.2,8.74,4.0,41.0,0.0,0.0,1.0,46.0,0.0,2670.0
27,Boku no Hero Academia,7.0,8.2,9.46,8.0,40.0,0.0,0.0,57.0,105.0,0.0,449.0
28,Boku no Hero Academia,7.0,92.2,8.27,6.0,65.0,0.0,0.0,5.0,76.0,7.0,5570.0
29,Boku no Hero Academia,7.0,31.0,8.31,3.0,21.0,0.0,0.0,1.0,25.0,0.0,1913.0
30,Boku no Hero Academia,7.0,8.6,7.6,5.0,41.0,0.0,1.0,19.0,66.0,0.0,474.0
31,Boku no Hero Academia,7.0,58.6,6.22,1.0,45.0,2.0,2.0,0.0,50.0,0.0,3531.0
32,Boku no Hero Academia,7.0,16.1,6.87,0.0,78.0,0.0,0.0,0.0,78.0,0.0,947.0
33,Boku no Hero Academia,7.0,20.1,8.07,1.0,14.0,0.0,0.0,0.0,15.0,0.0,1229.0
34,Boku no Hero Academia,7.0,132.5,7.15,7.0,148.0,4.0,4.0,0.0,163.0,21.0,8009.0
35,Boku no Hero Academia,7.0,29.8,9.77,2.0,94.0,18.0,0.0,41.0,155.0,0.0,1770.0
36,Boku no Hero Academia,7.0,41.2,7.52,12.0,99.0,0.0,0.0,24.0,135.0,0.0,2812.0
37,Boku no Hero Academia,7.0,49.6,7.75,0.0,90.0,6.0,4.0,0.0,100.0,0.0,2966.0
38,Boku no Hero Academia,7.0,12.2,7.05,7.0,85.0,0.0,0.0,36.0,128.0,0.0,717.0
0,Tokyo Ghoul,8.0,8.6,7.6,5.0,41.0,0.0,1.0,19.0,66.0,0.0,474.0
1,Tokyo Ghoul,8.0,33.8,9.19,4.0,53.0,0.0,0.0,0.0,57.0,0.0,2027.0
2,Tokyo Ghoul,8.0,12.1,9.93,1.0,46.0,0.0,0.0,13.0,60.0,0.0,736.0
3,Tokyo Ghoul,8.0,29.8,9.77,2.0,94.0,18.0,0.0,41.0,155.0,0.0,1770.0
4,Tokyo Ghoul,8.0,41.2,7.52,12.0,99.0,0.0,0.0,24.0,135.0,0.0,2812.0
5,Tokyo Ghoul,8.0,29.5,9.54,9.0,121.0,0.0,1.0,9.0,140.0,0.0,1797.0
6,Tokyo Ghoul,8.0,9.2,7.59,30.0,22.0,0.0,0.0,32.0,84.0,0.0,550.0
7,Tokyo Ghoul,8.0,132.5,7.15,7.0,148.0,4.0,4.0,0.0,163.0,21.0,8009.0
8,Tokyo Ghoul,8.0,16.1,6.87,0.0,78.0,0.0,0.0,0.0,78.0,0.0,947.0
9,Tokyo Ghoul,8.0,37.7,9.4,1.0,132.0,3.0,1.0,10.0,147.0,0.0,2243.0
10,Tokyo Ghoul,8.0,43.8,9.31,6.0,63.0,0.0,0.0,1.0,70.0,0.0,2592.0
11,Tokyo Ghoul,8.0,66.2,7.82,7.0,81.0,0.0,0.0,8.0,96.0,0.0,4950.0
12,Tokyo Ghoul,8.0,49.9,6.77,5.0,171.0,0.0,25.0,114.0,315.0,0.0,2975.0
13,Tokyo Ghoul,8.0,12.5,7.26,1.0,41.0,14.0,0.0,123.0,179.0,0.0,802.0
14,Tokyo Ghoul,8.0,4.8,8.87,2.0,13.0,0.0,0.0,2.0,17.0,0.0,283.0
